"YEAR","GEOID","NAME","large","micro","sm10to49","sm5to9","x"
2010,"Zip Code 02111","Zip Code 02111",89,385,269,179,0
2010,"Zip Code 02113","Zip Code 02113",3,84,54,38,0
2010,"Zip Code 02114","Zip Code 02114",51,323,183,110,0
2010,"Zip Code 02115","Zip Code 02115",63,225,181,116,0
2010,"Zip Code 02116","Zip Code 02116",238,893,639,416,0
2010,"Zip Code 02118","Zip Code 02118",49,356,200,136,0
2010,"Zip Code 02119","Zip Code 02119",25,174,110,71,0
2010,"Zip Code 02120","Zip Code 02120",12,77,37,36,0
2010,"Zip Code 02121","Zip Code 02121",9,99,31,35,0
2010,"Zip Code 02122","Zip Code 02122",24,218,100,102,0
2010,"Zip Code 02124","Zip Code 02124",15,297,106,91,0
2010,"Zip Code 02125","Zip Code 02125",29,218,96,71,0
2010,"Zip Code 02126","Zip Code 02126",9,114,39,53,0
2010,"Zip Code 02127","Zip Code 02127",40,333,126,125,0
2010,"Zip Code 02128","Zip Code 02128",67,331,162,152,0
2010,"Zip Code 02129","Zip Code 02129",31,204,108,85,0
2010,"Zip Code 02130","Zip Code 02130",37,327,117,117,0
2010,"Zip Code 02131","Zip Code 02131",11,230,70,75,0
2010,"Zip Code 02132","Zip Code 02132",27,262,104,78,0
2010,"Zip Code 02134","Zip Code 02134",32,277,112,95,0
2010,"Zip Code 02135","Zip Code 02135",52,404,135,130,0
2010,"Zip Code 02136","Zip Code 02136",15,227,86,81,0
2010,"Zip Code 02210","Zip Code 02210",102,323,197,111,0
2010,"Zip Code 02215","Zip Code 02215",62,242,173,110,0
2010,"Zip Codes 02108-10","Zip Codes 02108-10",377,1943,1055,672,0
2011,"Zip Code 02111","Zip Code 02111",86,385,256,175,0
2011,"Zip Code 02113","Zip Code 02113",4,80,55,43,0
2011,"Zip Code 02114","Zip Code 02114",55,308,168,123,0
2011,"Zip Code 02115","Zip Code 02115",72,239,174,124,0
2011,"Zip Code 02116","Zip Code 02116",239,892,589,467,0
2011,"Zip Code 02118","Zip Code 02118",51,367,182,159,0
2011,"Zip Code 02119","Zip Code 02119",28,181,106,73,0
2011,"Zip Code 02120","Zip Code 02120",11,78,40,27,0
2011,"Zip Code 02121","Zip Code 02121",9,92,30,40,0
2011,"Zip Code 02122","Zip Code 02122",25,230,94,99,0
2011,"Zip Code 02124","Zip Code 02124",16,289,112,86,0
2011,"Zip Code 02125","Zip Code 02125",31,220,96,76,0
2011,"Zip Code 02126","Zip Code 02126",9,121,41,47,0
2011,"Zip Code 02127","Zip Code 02127",43,323,130,122,0
2011,"Zip Code 02128","Zip Code 02128",70,338,152,149,0
2011,"Zip Code 02129","Zip Code 02129",31,206,102,90,0
2011,"Zip Code 02130","Zip Code 02130",38,326,114,108,0
2011,"Zip Code 02131","Zip Code 02131",11,233,68,84,0
2011,"Zip Code 02132","Zip Code 02132",24,259,103,87,0
2011,"Zip Code 02134","Zip Code 02134",38,297,109,95,0
2011,"Zip Code 02135","Zip Code 02135",51,376,135,133,0
2011,"Zip Code 02136","Zip Code 02136",16,231,83,86,0
2011,"Zip Code 02210","Zip Code 02210",113,333,200,122,0
2011,"Zip Code 02215","Zip Code 02215",63,239,162,114,0
2011,"Zip Codes 02108-10","Zip Codes 02108-10",390,1922,1041,737,0
2012,"Zip Code 02111","Zip Code 02111",90,371,269,178,0
2012,"Zip Code 02113","Zip Code 02113",6,77,53,48,0
2012,"Zip Code 02114","Zip Code 02114",53,314,173,123,0
2012,"Zip Code 02115","Zip Code 02115",68,215,185,132,0
2012,"Zip Code 02116","Zip Code 02116",257,926,594,458,0
2012,"Zip Code 02118","Zip Code 02118",46,365,182,157,0
2012,"Zip Code 02119","Zip Code 02119",29,192,106,77,0
2012,"Zip Code 02120","Zip Code 02120",12,78,37,28,0
2012,"Zip Code 02121","Zip Code 02121",9,102,32,33,0
2012,"Zip Code 02122","Zip Code 02122",25,244,92,97,0
2012,"Zip Code 02124","Zip Code 02124",15,311,117,100,0
2012,"Zip Code 02125","Zip Code 02125",38,224,86,78,0
2012,"Zip Code 02126","Zip Code 02126",8,125,42,35,0
2012,"Zip Code 02127","Zip Code 02127",41,315,134,132,0
2012,"Zip Code 02128","Zip Code 02128",65,330,162,143,0
2012,"Zip Code 02129","Zip Code 02129",36,215,111,91,0
2012,"Zip Code 02130","Zip Code 02130",37,372,118,109,0
2012,"Zip Code 02131","Zip Code 02131",13,241,69,86,0
2012,"Zip Code 02132","Zip Code 02132",26,279,99,80,0
2012,"Zip Code 02134","Zip Code 02134",37,312,120,95,0
2012,"Zip Code 02135","Zip Code 02135",54,393,146,127,0
2012,"Zip Code 02136","Zip Code 02136",19,231,91,87,0
2012,"Zip Code 02210","Zip Code 02210",121,322,247,140,0
2012,"Zip Code 02215","Zip Code 02215",67,244,172,101,0
2012,"Zip Codes 02108-10","Zip Codes 02108-10",404,1924,1072,754,0
2013,"Zip Code 02111","Zip Code 02111",99,384,256,180,0
2013,"Zip Code 02113","Zip Code 02113",5,80,53,44,0
2013,"Zip Code 02114","Zip Code 02114",56,323,185,142,0
2013,"Zip Code 02115","Zip Code 02115",68,215,181,116,0
2013,"Zip Code 02116","Zip Code 02116",268,950,630,393,0
2013,"Zip Code 02118","Zip Code 02118",49,380,189,155,0
2013,"Zip Code 02119","Zip Code 02119",31,205,104,84,0
2013,"Zip Code 02120","Zip Code 02120",10,77,39,33,0
2013,"Zip Code 02121","Zip Code 02121",10,104,31,35,0
2013,"Zip Code 02122","Zip Code 02122",24,269,103,102,0
2013,"Zip Code 02124","Zip Code 02124",12,297,117,107,0
2013,"Zip Code 02125","Zip Code 02125",34,231,103,81,0
2013,"Zip Code 02126","Zip Code 02126",8,113,38,40,0
2013,"Zip Code 02127","Zip Code 02127",49,331,126,134,0
2013,"Zip Code 02128","Zip Code 02128",66,334,164,156,0
2013,"Zip Code 02129","Zip Code 02129",31,228,107,90,0
2013,"Zip Code 02130","Zip Code 02130",35,370,125,109,0
2013,"Zip Code 02131","Zip Code 02131",12,247,69,80,0
2013,"Zip Code 02132","Zip Code 02132",23,279,108,89,0
2013,"Zip Code 02134","Zip Code 02134",36,292,118,109,0
2013,"Zip Code 02135","Zip Code 02135",43,394,151,129,0
2013,"Zip Code 02136","Zip Code 02136",24,218,92,90,0
2013,"Zip Code 02210","Zip Code 02210",135,327,260,127,0
2013,"Zip Code 02215","Zip Code 02215",70,237,161,107,0
2013,"Zip Codes 02108-10","Zip Codes 02108-10",439,1964,1089,746,0
2014,"Zip Code 02111","Zip Code 02111",90,417,277,184,0
2014,"Zip Code 02113","Zip Code 02113",6,78,54,41,0
2014,"Zip Code 02114","Zip Code 02114",55,318,194,127,0
2014,"Zip Code 02115","Zip Code 02115",71,220,179,107,0
2014,"Zip Code 02116","Zip Code 02116",294,949,634,410,0
2014,"Zip Code 02118","Zip Code 02118",56,395,192,144,0
2014,"Zip Code 02119","Zip Code 02119",25,213,113,77,0
2014,"Zip Code 02120","Zip Code 02120",11,79,40,35,0
2014,"Zip Code 02121","Zip Code 02121",9,111,31,32,0
2014,"Zip Code 02122","Zip Code 02122",25,271,102,102,0
2014,"Zip Code 02124","Zip Code 02124",12,321,119,96,0
2014,"Zip Code 02125","Zip Code 02125",40,232,101,81,0
2014,"Zip Code 02126","Zip Code 02126",8,116,40,46,0
2014,"Zip Code 02127","Zip Code 02127",51,344,136,134,0
2014,"Zip Code 02128","Zip Code 02128",76,333,163,153,0
2014,"Zip Code 02129","Zip Code 02129",37,232,109,92,0
2014,"Zip Code 02130","Zip Code 02130",32,383,127,121,0
2014,"Zip Code 02131","Zip Code 02131",11,247,72,77,0
2014,"Zip Code 02132","Zip Code 02132",22,294,98,87,0
2014,"Zip Code 02134","Zip Code 02134",38,314,124,98,0
2014,"Zip Code 02135","Zip Code 02135",45,378,156,133,0
2014,"Zip Code 02136","Zip Code 02136",22,223,96,83,0
2014,"Zip Code 02210","Zip Code 02210",145,343,267,135,0
2014,"Zip Code 02215","Zip Code 02215",76,233,162,103,0
2014,"Zip Codes 02108-10","Zip Codes 02108-10",429,2035,1113,734,0
2015,"Zip Code 02111","Zip Code 02111",91,416,289,203,0
2015,"Zip Code 02113","Zip Code 02113",5,81,53,41,0
2015,"Zip Code 02114","Zip Code 02114",53,333,196,117,0
2015,"Zip Code 02115","Zip Code 02115",74,233,173,108,0
2015,"Zip Code 02116","Zip Code 02116",285,959,655,409,0
2015,"Zip Code 02118","Zip Code 02118",62,418,188,158,0
2015,"Zip Code 02119","Zip Code 02119",26,219,115,88,0
2015,"Zip Code 02120","Zip Code 02120",13,90,40,30,0
2015,"Zip Code 02121","Zip Code 02121",10,121,29,33,0
2015,"Zip Code 02122","Zip Code 02122",23,272,109,108,0
2015,"Zip Code 02124","Zip Code 02124",15,328,120,106,0
2015,"Zip Code 02125","Zip Code 02125",35,245,102,76,0
2015,"Zip Code 02126","Zip Code 02126",10,111,41,43,0
2015,"Zip Code 02127","Zip Code 02127",53,347,132,133,0
2015,"Zip Code 02128","Zip Code 02128",72,359,175,146,0
2015,"Zip Code 02129","Zip Code 02129",37,246,118,87,0
2015,"Zip Code 02130","Zip Code 02130",34,361,129,121,0
2015,"Zip Code 02131","Zip Code 02131",13,245,72,81,0
2015,"Zip Code 02132","Zip Code 02132",25,306,96,96,0
2015,"Zip Code 02134","Zip Code 02134",33,296,126,109,0
2015,"Zip Code 02135","Zip Code 02135",45,377,152,132,0
2015,"Zip Code 02136","Zip Code 02136",22,242,107,79,0
2015,"Zip Code 02210","Zip Code 02210",170,363,275,162,0
2015,"Zip Code 02215","Zip Code 02215",63,224,165,79,0
2015,"Zip Codes 02108-10","Zip Codes 02108-10",443,2098,1156,696,0
2016,"Zip Code 02111","Zip Code 02111",98,437,292,196,0
2016,"Zip Code 02113","Zip Code 02113",7,87,54,37,0
2016,"Zip Code 02114","Zip Code 02114",56,330,190,127,0
2016,"Zip Code 02115","Zip Code 02115",75,232,187,109,0
2016,"Zip Code 02116","Zip Code 02116",274,1003,646,410,0
2016,"Zip Code 02118","Zip Code 02118",61,421,187,140,0
2016,"Zip Code 02119","Zip Code 02119",28,228,113,84,0
2016,"Zip Code 02120","Zip Code 02120",14,88,37,37,0
2016,"Zip Code 02121","Zip Code 02121",10,119,27,33,0
2016,"Zip Code 02122","Zip Code 02122",24,282,123,114,0
2016,"Zip Code 02124","Zip Code 02124",20,327,125,98,0
2016,"Zip Code 02125","Zip Code 02125",36,233,107,80,0
2016,"Zip Code 02126","Zip Code 02126",10,113,47,36,0
2016,"Zip Code 02127","Zip Code 02127",54,353,136,133,0
2016,"Zip Code 02128","Zip Code 02128",69,384,176,147,0
2016,"Zip Code 02129","Zip Code 02129",39,255,119,79,0
2016,"Zip Code 02130","Zip Code 02130",34,382,135,113,0
2016,"Zip Code 02131","Zip Code 02131",12,250,83,80,0
2016,"Zip Code 02132","Zip Code 02132",24,291,103,103,0
2016,"Zip Code 02134","Zip Code 02134",35,292,135,104,0
2016,"Zip Code 02135","Zip Code 02135",44,361,149,134,0
2016,"Zip Code 02136","Zip Code 02136",25,252,103,83,0
2016,"Zip Code 02210","Zip Code 02210",178,365,283,165,0
2016,"Zip Code 02215","Zip Code 02215",79,232,171,98,0
2016,"Zip Codes 02108-10","Zip Codes 02108-10",474,2063,1140,736,0
2017,"Zip Code 02111","Zip Code 02111",100,462,296,198,8
2017,"Zip Code 02113","Zip Code 02113",4,77,59,38,2
2017,"Zip Code 02114","Zip Code 02114",55,337,197,138,5
2017,"Zip Code 02115","Zip Code 02115",79,251,193,110,0
2017,"Zip Code 02116","Zip Code 02116",272,998,636,414,4
2017,"Zip Code 02118","Zip Code 02118",66,394,193,143,2
2017,"Zip Code 02119","Zip Code 02119",32,210,123,83,1
2017,"Zip Code 02120","Zip Code 02120",14,80,43,42,1
2017,"Zip Code 02121","Zip Code 02121",9,122,32,33,0
2017,"Zip Code 02122","Zip Code 02122",24,277,124,109,1
2017,"Zip Code 02124","Zip Code 02124",18,332,111,105,3
2017,"Zip Code 02125","Zip Code 02125",40,246,106,86,0
2017,"Zip Code 02126","Zip Code 02126",7,125,45,47,2
2017,"Zip Code 02127","Zip Code 02127",49,350,155,125,2
2017,"Zip Code 02128","Zip Code 02128",72,385,182,141,0
2017,"Zip Code 02129","Zip Code 02129",41,253,125,78,4
2017,"Zip Code 02130","Zip Code 02130",31,364,132,115,3
2017,"Zip Code 02131","Zip Code 02131",10,277,92,77,2
2017,"Zip Code 02132","Zip Code 02132",24,286,104,98,0
2017,"Zip Code 02134","Zip Code 02134",28,299,139,103,5
2017,"Zip Code 02135","Zip Code 02135",47,367,152,130,2
2017,"Zip Code 02136","Zip Code 02136",23,245,100,74,6
2017,"Zip Code 02210","Zip Code 02210",197,381,303,169,0
2017,"Zip Code 02215","Zip Code 02215",70,233,158,107,2
2017,"Zip Codes 02108-10","Zip Codes 02108-10",499,2055,1159,701,10
2018,"Zip Code 02111","Zip Code 02111",95,458,323,185,9
2018,"Zip Code 02113","Zip Code 02113",4,83,62,32,0
2018,"Zip Code 02114","Zip Code 02114",58,345,207,124,4
2018,"Zip Code 02115","Zip Code 02115",71,267,201,98,0
2018,"Zip Code 02116","Zip Code 02116",270,1025,666,410,5
2018,"Zip Code 02118","Zip Code 02118",67,411,191,143,2
2018,"Zip Code 02119","Zip Code 02119",33,224,121,72,1
2018,"Zip Code 02120","Zip Code 02120",12,85,45,37,1
2018,"Zip Code 02121","Zip Code 02121",9,126,34,30,0
2018,"Zip Code 02122","Zip Code 02122",22,279,122,124,1
2018,"Zip Code 02124","Zip Code 02124",18,347,113,102,3
2018,"Zip Code 02125","Zip Code 02125",33,248,116,76,1
2018,"Zip Code 02126","Zip Code 02126",10,123,47,40,0
2018,"Zip Code 02127","Zip Code 02127",46,333,161,131,1
2018,"Zip Code 02128","Zip Code 02128",77,400,180,153,0
2018,"Zip Code 02129","Zip Code 02129",45,272,108,97,1
2018,"Zip Code 02130","Zip Code 02130",32,396,126,116,2
2018,"Zip Code 02131","Zip Code 02131",9,280,93,73,2
2018,"Zip Code 02132","Zip Code 02132",21,296,113,102,0
2018,"Zip Code 02134","Zip Code 02134",29,310,142,95,3
2018,"Zip Code 02135","Zip Code 02135",51,360,135,132,2
2018,"Zip Code 02136","Zip Code 02136",24,242,97,78,6
2018,"Zip Code 02210","Zip Code 02210",191,391,325,185,0
2018,"Zip Code 02215","Zip Code 02215",66,213,174,106,4
2018,"Zip Codes 02108-10","Zip Codes 02108-10",502,2066,1183,723,10
2019,"Zip Code 02111","Zip Code 02111",108,466,314,191,7
2019,"Zip Code 02113","Zip Code 02113",4,81,68,33,0
2019,"Zip Code 02114","Zip Code 02114",63,345,181,146,6
2019,"Zip Code 02115","Zip Code 02115",70,274,191,111,0
2019,"Zip Code 02116","Zip Code 02116",294,1026,673,416,4
2019,"Zip Code 02118","Zip Code 02118",67,492,212,152,3
2019,"Zip Code 02119","Zip Code 02119",28,210,114,85,1
2019,"Zip Code 02120","Zip Code 02120",12,86,43,35,1
2019,"Zip Code 02121","Zip Code 02121",7,133,33,38,2
2019,"Zip Code 02122","Zip Code 02122",23,278,125,124,1
2019,"Zip Code 02124","Zip Code 02124",15,322,115,104,3
2019,"Zip Code 02125","Zip Code 02125",35,249,120,83,1
2019,"Zip Code 02126","Zip Code 02126",9,137,41,46,0
2019,"Zip Code 02127","Zip Code 02127",48,340,169,130,1
2019,"Zip Code 02128","Zip Code 02128",80,432,181,158,0
2019,"Zip Code 02129","Zip Code 02129",46,272,124,93,1
2019,"Zip Code 02130","Zip Code 02130",30,385,121,134,2
2019,"Zip Code 02131","Zip Code 02131",10,274,99,66,2
2019,"Zip Code 02132","Zip Code 02132",21,294,115,96,0
2019,"Zip Code 02134","Zip Code 02134",31,310,148,100,5
2019,"Zip Code 02135","Zip Code 02135",49,343,150,129,2
2019,"Zip Code 02136","Zip Code 02136",22,262,93,72,9
2019,"Zip Code 02210","Zip Code 02210",201,419,318,164,0
2019,"Zip Code 02215","Zip Code 02215",70,202,165,104,4
2019,"Zip Codes 02108-10","Zip Codes 02108-10",506,2002,1189,747,10
2020,"Zip Code 02111","Zip Code 02111",110,427,305,186,6
2020,"Zip Code 02113","Zip Code 02113",4,76,58,40,2
2020,"Zip Code 02114","Zip Code 02114",62,356,189,135,3
2020,"Zip Code 02115","Zip Code 02115",67,312,203,122,0
2020,"Zip Code 02116","Zip Code 02116",284,970,658,415,5
2020,"Zip Code 02118","Zip Code 02118",65,481,202,169,3
2020,"Zip Code 02119","Zip Code 02119",26,215,122,71,2
2020,"Zip Code 02120","Zip Code 02120",7,88,47,36,3
2020,"Zip Code 02121","Zip Code 02121",9,131,36,34,0
2020,"Zip Code 02122","Zip Code 02122",23,276,126,112,1
2020,"Zip Code 02124","Zip Code 02124",14,342,121,101,2
2020,"Zip Code 02125","Zip Code 02125",39,262,121,78,1
2020,"Zip Code 02126","Zip Code 02126",10,137,42,47,0
2020,"Zip Code 02127","Zip Code 02127",50,332,158,122,1
2020,"Zip Code 02128","Zip Code 02128",77,448,169,145,2
2020,"Zip Code 02129","Zip Code 02129",43,280,113,98,1
2020,"Zip Code 02130","Zip Code 02130",30,388,123,131,2
2020,"Zip Code 02131","Zip Code 02131",11,276,94,68,1
2020,"Zip Code 02132","Zip Code 02132",18,286,114,98,2
2020,"Zip Code 02134","Zip Code 02134",32,307,140,104,6
2020,"Zip Code 02135","Zip Code 02135",46,350,149,118,4
2020,"Zip Code 02136","Zip Code 02136",19,252,99,81,8
2020,"Zip Code 02210","Zip Code 02210",215,422,304,173,0
2020,"Zip Code 02215","Zip Code 02215",62,209,186,103,5
2020,"Zip Codes 02108-10","Zip Codes 02108-10",505,2038,1166,720,9
2021,"Zip Code 02111","Zip Code 02111",91,440,255,190,9
2021,"Zip Code 02113","Zip Code 02113",4,87,52,36,1
2021,"Zip Code 02114","Zip Code 02114",51,391,176,137,7
2021,"Zip Code 02115","Zip Code 02115",46,352,186,130,0
2021,"Zip Code 02116","Zip Code 02116",229,1065,556,417,6
2021,"Zip Code 02118","Zip Code 02118",48,478,208,157,3
2021,"Zip Code 02119","Zip Code 02119",24,249,115,66,2
2021,"Zip Code 02120","Zip Code 02120",11,86,41,37,1
2021,"Zip Code 02121","Zip Code 02121",6,155,35,35,2
2021,"Zip Code 02122","Zip Code 02122",19,298,125,104,1
2021,"Zip Code 02124","Zip Code 02124",16,365,104,97,2
2021,"Zip Code 02125","Zip Code 02125",35,292,113,74,3
2021,"Zip Code 02126","Zip Code 02126",7,154,44,37,0
2021,"Zip Code 02127","Zip Code 02127",42,358,156,144,0
2021,"Zip Code 02128","Zip Code 02128",53,488,154,157,1
2021,"Zip Code 02129","Zip Code 02129",38,281,98,85,1
2021,"Zip Code 02130","Zip Code 02130",25,424,116,136,2
2021,"Zip Code 02131","Zip Code 02131",11,286,84,73,1
2021,"Zip Code 02132","Zip Code 02132",16,282,97,97,1
2021,"Zip Code 02134","Zip Code 02134",25,300,120,123,6
2021,"Zip Code 02135","Zip Code 02135",35,360,139,118,4
2021,"Zip Code 02136","Zip Code 02136",23,275,88,74,5
2021,"Zip Code 02210","Zip Code 02210",203,448,274,173,0
2021,"Zip Code 02215","Zip Code 02215",40,246,157,101,2
2021,"Zip Codes 02108-10","Zip Codes 02108-10",453,2155,1042,696,16
