YEAR,GEOID,ilf_f,ilf_m,nilf_f,nilf_m,NAME
1950,25025000101,344,730,640,186,Census Tract 1.01
1950,25025000102,404,859,753,218,Census Tract 1.02
1950,25025000201,671,1277,1247,309,Census Tract 2.01
1950,25025000202,695,1323,1292,321,Census Tract 2.02
1950,25025000301,404,757,811,270,Census Tract 3.01
1950,25025000302,400,749,803,268,Census Tract 3.02
1950,25025000401,870,1581,1653,618,Census Tract 4.01
1950,25025000402,538,978,1022,383,Census Tract 4.02
1950,25025000502,806,1313,1456,296,Census Tract 5.02
1950,25025000503,346,564,625,127,Census Tract 5.03
1950,25025000505,304,495,549,112,Census Tract 5.05
1950,25025000506,406,661,733,149,Census Tract 5.06
1950,25025000601,578,818,843,231,Census Tract 6.01
1950,25025000603,295,417,430,118,Census Tract 6.03
1950,25025000604,481,681,701,192,Census Tract 6.04
1950,25025000701,968,1252,1252,296,Census Tract 7.01
1950,25025000703,525,679,679,160,Census Tract 7.03
1950,25025000704,1061,1373,1373,324,Census Tract 7.04
1950,25025000804,357,734,593,363,Census Tract 8.04
1950,25025000805,441,907,732,449,Census Tract 8.05
1950,25025000806,208,427,345,211,Census Tract 8.06
1950,25025000807,190,390,315,193,Census Tract 8.07
1950,25025010103,465,463,631,640,Census Tract 101.03
1950,25025010104,697,695,947,960,Census Tract 101.04
1950,25025010204,1034,1058,886,311,Census Tract 102.04
1950,25025010205,804,822,689,242,Census Tract 102.05
1950,25025010206,595,608,510,179,Census Tract 102.06
1950,25025010300,547,469,968,402,Census Tract 103
1950,25025010403,620,664,642,362,Census Tract 104.03
1950,25025010404,813,870,841,475,Census Tract 104.04
1950,25025010405,1061,1125,1131,626,Census Tract 104.05
1950,25025010408,463,473,396,139,Census Tract 104.08
1950,25025010500,913,1263,1051,496,Census Tract 105
1950,25025010600,819,1140,966,528,Census Tract 106
1950,25025010701,1150,757,1024,464,Census Tract 107.01
1950,25025010702,1104,727,984,446,Census Tract 107.02
1950,25025010801,816,680,936,531,Census Tract 108.01
1950,25025010802,851,708,976,553,Census Tract 108.02
1950,25025020101,1668,1254,1453,741,Census Tract 201.01
1950,25025020200,1388,1445,1010,536,Census Tract 202
1950,25025020301,1087,2041,1671,672,Census Tract 203.01
1950,25025020302,604,1353,747,529,Census Tract 203.02
1950,25025020304,54,121,67,47,Census Tract 203.04
1950,25025020305,838,1690,1356,527,Census Tract 203.05
1950,25025030100,564,1258,1067,397,Census Tract 301
1950,25025030200,428,922,769,275,Census Tract 302
1950,25025030301,36,158,52,40,Census Tract 303.01
1950,25025030302,199,840,254,349,Census Tract 303.02
1950,25025030400,716,1697,1282,474,Census Tract 304
1950,25025030500,385,1694,794,298,Census Tract 305
1950,25025040100,463,911,861,425,Census Tract 401
1950,25025040200,344,764,856,273,Census Tract 402
1950,25025040300,872,1925,1949,574,Census Tract 403
1950,25025040401,560,1275,1195,1017,Census Tract 404.01
1950,25025040600,680,1325,1296,469,Census Tract 406
1950,25025040801,158,5032,556,160,Census Tract 408.01
1950,25025050101,625,1444,1323,406,Census Tract 501.01
1950,25025050200,784,1860,1596,521,Census Tract 502
1950,25025050300,295,746,778,271,Census Tract 503
1950,25025050400,364,954,780,305,Census Tract 504
1950,25025050500,385,879,723,197,Census Tract 505
1950,25025050600,342,840,790,282,Census Tract 506
1950,25025050700,777,1685,1552,535,Census Tract 507
1950,25025050901,786,1836,1626,517,Census Tract 509.01
1950,25025051000,618,1305,1138,310,Census Tract 510
1950,25025051101,769,1745,1656,468,Census Tract 511.01
1950,25025051200,601,1515,1187,351,Census Tract 512
1950,25025060101,681,1652,1249,376,Census Tract 601.01
1950,25025060200,447,957,908,292,Census Tract 602
1950,25025060301,814,1543,1369,513,Census Tract 603.01
1950,25025060400,1266,2173,1917,641,Census Tract 604
1950,25025060501,877,2139,1627,590,Census Tract 605.01
1950,25025060601,233,457,408,161,Census Tract 606.01
1950,25025060602,17,33,29,11,Census Tract 606.02
1950,25025060603,10,20,18,7,Census Tract 606.03
1950,25025060604,33,66,58,23,Census Tract 606.04
1950,25025060700,113,995,1077,155,Census Tract 607
1950,25025060800,980,1870,1655,636,Census Tract 608
1950,25025061000,569,1453,1434,393,Census Tract 610
1950,25025061101,317,777,952,265,Census Tract 611.01
1950,25025061201,381,859,664,245,Census Tract 612.01
1950,25025061203,180,341,277,111,Census Tract 612.03
1950,25025061204,35,65,53,21,Census Tract 612.04
1950,25025070102,30,191,60,108,Census Tract 701.02
1950,25025070103,1,9,3,5,Census Tract 701.03
1950,25025070104,11,73,23,41,Census Tract 701.04
1950,25025070201,166,522,248,277,Census Tract 702.01
1950,25025070202,311,1107,426,569,Census Tract 702.02
1950,25025070301,693,1116,742,434,Census Tract 703.01
1950,25025070302,423,696,459,280,Census Tract 703.02
1950,25025070402,475,1078,826,342,Census Tract 704.02
1950,25025070501,465,1276,710,660,Census Tract 705.01
1950,25025070502,824,2002,1391,1023,Census Tract 705.02
1950,25025070600,809,1714,1199,803,Census Tract 706
1950,25025070700,598,1064,676,347,Census Tract 707
1950,25025070801,282,485,327,204,Census Tract 708.01
1950,25025070802,788,1355,912,571,Census Tract 708.02
1950,25025070901,367,646,422,241,Census Tract 709.01
1950,25025070902,619,1090,712,406,Census Tract 709.02
1950,25025071101,1667,1668,1678,620,Census Tract 711.01
1950,25025071201,623,1524,1233,620,Census Tract 712.01
1950,25025080100,683,1281,1342,439,Census Tract 801
1950,25025080300,678,1397,1455,503,Census Tract 803
1950,25025080401,947,1860,2049,729,Census Tract 804.01
1950,25025080500,1010,1670,1830,648,Census Tract 805
1950,25025080601,954,1676,1662,759,Census Tract 806.01
1950,25025080801,792,1299,1862,624,Census Tract 808.01
1950,25025080900,802,1182,1368,474,Census Tract 809
1950,25025081001,1554,1656,1758,497,Census Tract 810.01
1950,25025081101,252,333,435,88,Census Tract 811.01
1950,25025081102,517,703,904,189,Census Tract 811.02
1950,25025081200,580,1272,1350,417,Census Tract 812
1950,25025081301,270,553,573,147,Census Tract 813.01
1950,25025081302,377,774,802,206,Census Tract 813.02
1950,25025081400,1148,2097,1963,635,Census Tract 814
1950,25025081500,778,1461,1588,605,Census Tract 815
1950,25025081700,1452,2601,2578,844,Census Tract 817
1950,25025081800,935,1752,1645,524,Census Tract 818
1950,25025081900,1102,2135,2118,585,Census Tract 819
1950,25025082000,726,1592,1675,532,Census Tract 820
1950,25025082100,703,2077,2215,507,Census Tract 821
1950,25025090100,851,2342,2450,614,Census Tract 901
1950,25025090200,345,990,982,204,Census Tract 902
1950,25025090300,707,1687,1688,471,Census Tract 903
1950,25025090400,1131,2384,2294,674,Census Tract 904
1950,25025090600,734,1554,1440,481,Census Tract 906
1950,25025090700,1162,2208,1766,500,Census Tract 907
1950,25025090901,265,692,655,172,Census Tract 909.01
1950,25025091001,357,930,880,231,Census Tract 910.01
1950,25025091100,1039,1904,1762,534,Census Tract 911
1950,25025091200,658,1067,1283,309,Census Tract 912
1950,25025091300,578,1219,1119,289,Census Tract 913
1950,25025091400,633,1226,1147,343,Census Tract 914
1950,25025091500,839,1659,1508,348,Census Tract 915
1950,25025091600,679,1316,1188,374,Census Tract 916
1950,25025091700,599,1234,1145,275,Census Tract 917
1950,25025091800,749,1587,1524,457,Census Tract 918
1950,25025091900,748,1518,1547,387,Census Tract 919
1950,25025092000,1023,1859,1887,516,Census Tract 920
1950,25025092101,1208,2636,2543,670,Census Tract 921.01
1950,25025092200,742,1202,1313,349,Census Tract 922
1950,25025092300,596,1270,1279,326,Census Tract 923
1950,25025092400,878,2368,2472,584,Census Tract 924
1950,25025100100,680,2401,2482,528,Census Tract 1001
1950,25025100200,397,1496,1434,323,Census Tract 1002
1950,25025100300,600,1504,1453,371,Census Tract 1003
1950,25025100400,900,1604,1648,436,Census Tract 1004
1950,25025100500,1162,2293,2352,661,Census Tract 1005
1950,25025100601,981,1945,1984,615,Census Tract 1006.01
1950,25025100603,377,746,761,236,Census Tract 1006.03
1950,25025100700,736,1732,1655,451,Census Tract 1007
1950,25025100800,983,1835,1852,517,Census Tract 1008
1950,25025100900,537,1184,1235,326,Census Tract 1009
1950,25025101001,476,1191,1188,423,Census Tract 1010.01
1950,25025101002,441,1096,1095,385,Census Tract 1010.02
1950,25025101101,478,1440,1520,401,Census Tract 1011.01
1950,25025101102,640,2002,1978,449,Census Tract 1011.02
1950,25025110104,331,642,1293,670,Census Tract 1101.04
1950,25025110105,367,730,1384,698,Census Tract 1101.05
1950,25025110106,219,425,872,457,Census Tract 1101.06
1950,25025110201,190,416,379,109,Census Tract 1102.01
1950,25025110301,340,721,678,171,Census Tract 1103.01
1950,25025110401,479,1046,1005,285,Census Tract 1104.01
1950,25025110403,558,1223,1150,315,Census Tract 1104.03
1950,25025110501,600,1272,1294,375,Census Tract 1105.01
1950,25025110502,658,1398,1421,411,Census Tract 1105.02
1950,25025110601,392,759,825,234,Census Tract 1106.01
1950,25025110607,888,1722,1871,531,Census Tract 1106.07
1950,25025120103,285,426,492,144,Census Tract 1201.03
1950,25025120104,426,637,736,215,Census Tract 1201.04
1950,25025120105,459,686,792,232,Census Tract 1201.05
1950,25025120201,603,1416,1372,353,Census Tract 1202.01
1950,25025120301,1001,2124,2035,514,Census Tract 1203.01
1950,25025120400,1302,2331,2641,783,Census Tract 1204
1950,25025120500,523,1064,976,253,Census Tract 1205
1950,25025120600,612,1122,1012,250,Census Tract 1206
1950,25025120700,352,605,658,184,Census Tract 1207
1950,25025130101,623,1600,1663,433,Census Tract 1301.01
1950,25025130200,838,1559,1749,461,Census Tract 1302
1950,25025130300,815,1510,1700,519,Census Tract 1303
1950,25025130402,357,871,911,247,Census Tract 1304.02
1950,25025130404,175,435,453,122,Census Tract 1304.04
1950,25025130406,316,786,777,203,Census Tract 1304.06
1950,25025140102,321,799,739,186,Census Tract 1401.02
1950,25025140105,268,667,617,155,Census Tract 1401.05
1950,25025140106,173,431,399,100,Census Tract 1401.06
1950,25025140107,197,491,454,114,Census Tract 1401.07
1950,25025140201,182,541,529,144,Census Tract 1402.01
1950,25025140202,480,1427,1396,380,Census Tract 1402.02
1950,25025140300,855,1836,1726,525,Census Tract 1403
1950,25025140400,778,1647,1573,415,Census Tract 1404
1950,25025980101,,,,,Census Tract 9801.01
1950,25025980300,,,,,Census Tract 9803
1950,25025980700,,,,,Census Tract 9807
1950,25025980900,,,,,Census Tract 9809
1950,25025981000,,,,,Census Tract 9810
1950,25025981100,,,,,Census Tract 9811
1950,25025981201,,,,,Census Tract 9812.01
1950,25025981202,,,,,Census Tract 9812.02
1950,25025981300,,,,,Census Tract 9813
1950,25025981501,,,,,Census Tract 9815.01
1950,25025981502,,,,,Census Tract 9815.02
1950,25025981600,,,,,Census Tract 9816
1950,25025981700,,,,,Census Tract 9817
1950,25025981800,,,,,Census Tract 9818
1950,25025981900,,,,,Census Tract 9819
1960,25025000101,368,547,461,178,Census Tract 1.01
1960,25025000102,432,643,543,210,Census Tract 1.02
1960,25025000201,822,1276,1094,284,Census Tract 2.01
1960,25025000202,852,1323,1134,295,Census Tract 2.02
1960,25025000301,462,799,667,174,Census Tract 3.01
1960,25025000302,457,791,660,172,Census Tract 3.02
1960,25025000401,1137,1458,1220,556,Census Tract 4.01
1960,25025000402,704,902,755,344,Census Tract 4.02
1960,25025000502,1029,1148,1150,254,Census Tract 5.02
1960,25025000503,442,493,494,109,Census Tract 5.03
1960,25025000505,388,433,434,96,Census Tract 5.05
1960,25025000506,518,577,579,128,Census Tract 5.06
1960,25025000601,685,970,929,261,Census Tract 6.01
1960,25025000603,349,494,474,133,Census Tract 6.03
1960,25025000604,570,807,773,217,Census Tract 6.04
1960,25025000701,1134,1075,867,263,Census Tract 7.01
1960,25025000703,616,583,470,142,Census Tract 7.03
1960,25025000704,1244,1179,951,288,Census Tract 7.04
1960,25025000804,374,683,408,306,Census Tract 8.04
1960,25025000805,462,843,504,378,Census Tract 8.05
1960,25025000806,218,398,238,178,Census Tract 8.06
1960,25025000807,199,363,217,163,Census Tract 8.07
1960,25025010103,603,546,829,545,Census Tract 101.03
1960,25025010104,905,819,1244,818,Census Tract 101.04
1960,25025010204,1067,967,586,308,Census Tract 102.04
1960,25025010205,829,752,456,239,Census Tract 102.05
1960,25025010206,613,556,337,177,Census Tract 102.06
1960,25025010300,1092,659,953,207,Census Tract 103
1960,25025010403,620,642,443,230,Census Tract 104.03
1960,25025010404,813,842,580,302,Census Tract 104.04
1960,25025010405,1106,1106,804,394,Census Tract 104.05
1960,25025010408,477,433,262,138,Census Tract 104.08
1960,25025010500,705,1016,606,317,Census Tract 105
1960,25025010600,680,725,511,352,Census Tract 106
1960,25025010701,1287,901,569,265,Census Tract 107.01
1960,25025010702,1237,865,547,255,Census Tract 107.02
1960,25025010801,1300,913,646,336,Census Tract 108.01
1960,25025010802,1355,952,674,350,Census Tract 108.02
1960,25025020101,1770,1695,1241,330,Census Tract 201.01
1960,25025020200,1120,1416,578,441,Census Tract 202
1960,25025020301,304,267,217,210,Census Tract 203.01
1960,25025020302,498,997,426,364,Census Tract 203.02
1960,25025020304,44,89,38,32,Census Tract 203.04
1960,25025020305,163,192,130,104,Census Tract 203.05
1960,25025030100,516,966,856,351,Census Tract 301
1960,25025030200,326,645,536,192,Census Tract 302
1960,25025030301,19,45,17,4,Census Tract 303.01
1960,25025030302,200,648,199,320,Census Tract 303.02
1960,25025030400,550,1095,899,418,Census Tract 304
1960,25025030500,349,766,623,311,Census Tract 305
1960,25025040100,350,718,526,238,Census Tract 401
1960,25025040200,310,590,629,169,Census Tract 402
1960,25025040300,795,1519,1458,449,Census Tract 403
1960,25025040401,515,983,738,247,Census Tract 404.01
1960,25025040600,600,1019,863,285,Census Tract 406
1960,25025040801,220,519,476,147,Census Tract 408.01
1960,25025050101,593,1209,1060,332,Census Tract 501.01
1960,25025050200,630,1450,1324,441,Census Tract 502
1960,25025050300,264,446,581,225,Census Tract 503
1960,25025050400,272,658,564,210,Census Tract 504
1960,25025050500,343,632,525,195,Census Tract 505
1960,25025050600,314,622,544,245,Census Tract 506
1960,25025050700,685,1371,1174,408,Census Tract 507
1960,25025050901,756,1338,1200,491,Census Tract 509.01
1960,25025051000,639,1132,948,303,Census Tract 510
1960,25025051101,947,1938,1767,515,Census Tract 511.01
1960,25025051200,534,1103,907,310,Census Tract 512
1960,25025060101,639,1169,1018,298,Census Tract 601.01
1960,25025060200,561,882,678,210,Census Tract 602
1960,25025060301,825,1242,1036,384,Census Tract 603.01
1960,25025060400,1067,1746,1595,543,Census Tract 604
1960,25025060501,603,1357,1254,415,Census Tract 605.01
1960,25025060601,103,237,263,106,Census Tract 606.01
1960,25025060602,8,17,18,8,Census Tract 606.02
1960,25025060603,5,10,12,5,Census Tract 606.03
1960,25025060604,15,34,38,15,Census Tract 606.04
1960,25025060700,193,591,877,223,Census Tract 607
1960,25025060800,826,1414,1161,522,Census Tract 608
1960,25025061000,551,964,1087,371,Census Tract 610
1960,25025061101,266,493,907,278,Census Tract 611.01
1960,25025061201,296,522,504,243,Census Tract 612.01
1960,25025061203,106,178,161,86,Census Tract 612.03
1960,25025061204,20,34,31,17,Census Tract 612.04
1960,25025070102,22,136,45,41,Census Tract 701.02
1960,25025070103,1,7,2,2,Census Tract 701.03
1960,25025070104,8,52,17,15,Census Tract 701.04
1960,25025070201,180,353,79,164,Census Tract 702.01
1960,25025070202,349,999,233,442,Census Tract 702.02
1960,25025070301,499,896,485,356,Census Tract 703.01
1960,25025070302,311,554,294,219,Census Tract 703.02
1960,25025070402,294,579,406,265,Census Tract 704.02
1960,25025070501,346,969,392,490,Census Tract 705.01
1960,25025070502,644,1466,738,716,Census Tract 705.02
1960,25025070600,440,1120,711,628,Census Tract 706
1960,25025070700,490,649,320,326,Census Tract 707
1960,25025070801,211,352,188,76,Census Tract 708.01
1960,25025070802,590,983,526,211,Census Tract 708.02
1960,25025070901,219,381,155,130,Census Tract 709.01
1960,25025070902,369,642,261,220,Census Tract 709.02
1960,25025071101,918,1106,868,472,Census Tract 711.01
1960,25025071201,320,540,782,361,Census Tract 712.01
1960,25025080100,515,793,814,310,Census Tract 801
1960,25025080300,658,948,936,351,Census Tract 803
1960,25025080401,640,868,978,362,Census Tract 804.01
1960,25025080500,601,743,899,330,Census Tract 805
1960,25025080601,548,718,816,356,Census Tract 806.01
1960,25025080801,1030,1005,1411,428,Census Tract 808.01
1960,25025080900,866,987,928,371,Census Tract 809
1960,25025081001,1398,1293,1473,522,Census Tract 810.01
1960,25025081101,249,294,362,100,Census Tract 811.01
1960,25025081102,514,618,764,212,Census Tract 811.02
1960,25025081200,682,1061,1393,415,Census Tract 812
1960,25025081301,294,422,387,127,Census Tract 813.01
1960,25025081302,412,589,541,177,Census Tract 813.02
1960,25025081400,983,1283,1089,457,Census Tract 814
1960,25025081500,801,1033,831,317,Census Tract 815
1960,25025081700,1314,1751,1441,552,Census Tract 817
1960,25025081800,876,1175,1120,408,Census Tract 818
1960,25025081900,1220,1590,1258,373,Census Tract 819
1960,25025082000,1005,1227,935,393,Census Tract 820
1960,25025082100,1141,1671,1338,364,Census Tract 821
1960,25025090100,1037,1793,1610,499,Census Tract 901
1960,25025090200,539,687,593,198,Census Tract 902
1960,25025090300,791,1072,1005,348,Census Tract 903
1960,25025090400,971,1680,1445,514,Census Tract 904
1960,25025090600,557,943,857,331,Census Tract 906
1960,25025090700,1026,1625,1366,512,Census Tract 907
1960,25025090901,395,763,972,304,Census Tract 909.01
1960,25025091001,525,1015,1295,404,Census Tract 910.01
1960,25025091100,1071,1630,1445,560,Census Tract 911
1960,25025091200,695,980,936,332,Census Tract 912
1960,25025091300,531,944,735,240,Census Tract 913
1960,25025091400,711,1010,816,276,Census Tract 914
1960,25025091500,867,1376,1180,370,Census Tract 915
1960,25025091600,692,1099,846,312,Census Tract 916
1960,25025091700,649,1168,910,203,Census Tract 917
1960,25025091800,842,1401,1128,328,Census Tract 918
1960,25025091900,799,1395,1206,310,Census Tract 919
1960,25025092000,1101,1740,1482,415,Census Tract 920
1960,25025092101,1326,2121,1937,578,Census Tract 921.01
1960,25025092200,822,1146,1151,355,Census Tract 922
1960,25025092300,609,1014,1045,349,Census Tract 923
1960,25025092400,1073,2099,2168,656,Census Tract 924
1960,25025100100,975,2056,2041,616,Census Tract 1001
1960,25025100200,595,1150,1059,319,Census Tract 1002
1960,25025100300,727,1326,1112,298,Census Tract 1003
1960,25025100400,1034,1485,1411,380,Census Tract 1004
1960,25025100500,1201,1963,1805,521,Census Tract 1005
1960,25025100601,1021,1810,1664,525,Census Tract 1006.01
1960,25025100603,392,695,638,201,Census Tract 1006.03
1960,25025100700,887,1519,1422,450,Census Tract 1007
1960,25025100800,1268,1583,1475,470,Census Tract 1008
1960,25025100900,746,1230,1132,312,Census Tract 1009
1960,25025101001,622,1392,1278,478,Census Tract 1010.01
1960,25025101002,571,1268,1164,433,Census Tract 1010.02
1960,25025101101,608,1266,1213,344,Census Tract 1011.01
1960,25025101102,811,1725,1536,381,Census Tract 1011.02
1960,25025110104,434,728,1226,595,Census Tract 1101.04
1960,25025110105,493,830,1423,696,Census Tract 1101.05
1960,25025110106,287,483,829,405,Census Tract 1101.06
1960,25025110201,211,367,343,107,Census Tract 1102.01
1960,25025110301,383,728,651,145,Census Tract 1103.01
1960,25025110401,561,1007,884,251,Census Tract 1104.01
1960,25025110403,652,1173,1008,277,Census Tract 1104.03
1960,25025110501,656,1191,1077,280,Census Tract 1105.01
1960,25025110502,720,1308,1184,308,Census Tract 1105.02
1960,25025110601,504,775,725,225,Census Tract 1106.01
1960,25025110607,1144,1757,1644,511,Census Tract 1106.07
1960,25025120103,363,486,485,124,Census Tract 1201.03
1960,25025120104,543,727,726,185,Census Tract 1201.04
1960,25025120105,584,782,781,199,Census Tract 1201.05
1960,25025120201,719,1201,924,277,Census Tract 1202.01
1960,25025120301,1028,1831,1568,401,Census Tract 1203.01
1960,25025120400,1432,1928,1981,950,Census Tract 1204
1960,25025120500,552,847,661,174,Census Tract 1205
1960,25025120600,694,953,782,207,Census Tract 1206
1960,25025120700,420,622,526,262,Census Tract 1207
1960,25025130101,914,1673,1571,408,Census Tract 1301.01
1960,25025130200,956,1626,1683,456,Census Tract 1302
1960,25025130300,904,1449,1513,492,Census Tract 1303
1960,25025130402,597,1034,889,291,Census Tract 1304.02
1960,25025130404,300,521,444,145,Census Tract 1304.04
1960,25025130406,495,922,800,237,Census Tract 1304.06
1960,25025140102,449,911,808,210,Census Tract 1401.02
1960,25025140105,375,761,674,175,Census Tract 1401.05
1960,25025140106,242,492,436,113,Census Tract 1401.06
1960,25025140107,276,560,497,129,Census Tract 1401.07
1960,25025140201,262,621,565,150,Census Tract 1402.01
1960,25025140202,692,1636,1488,395,Census Tract 1402.02
1960,25025140300,966,1676,1423,451,Census Tract 1403
1960,25025140400,942,1661,1484,504,Census Tract 1404
1960,25025980101,,,,,Census Tract 9801.01
1960,25025980300,,,,,Census Tract 9803
1960,25025980700,,,,,Census Tract 9807
1960,25025980900,,,,,Census Tract 9809
1960,25025981000,,,,,Census Tract 9810
1960,25025981100,,,,,Census Tract 9811
1960,25025981201,,,,,Census Tract 9812.01
1960,25025981202,,,,,Census Tract 9812.02
1960,25025981300,,,,,Census Tract 9813
1960,25025981501,,,,,Census Tract 9815.01
1960,25025981502,,,,,Census Tract 9815.02
1960,25025981600,,,,,Census Tract 9816
1960,25025981700,,,,,Census Tract 9817
