YEAR,GEOID,native,foreign,NAME
1950,25025000101,2021,490,Census Tract 1.01
1950,25025000102,2378,576,Census Tract 1.02
1950,25025000201,3631,819,Census Tract 2.01
1950,25025000202,3763,850,Census Tract 2.02
1950,25025000301,2345,532,Census Tract 3.01
1950,25025000302,2324,527,Census Tract 3.02
1950,25025000401,4723,1037,Census Tract 4.01
1950,25025000402,2923,641,Census Tract 4.02
1950,25025000502,3680,821,Census Tract 5.02
1950,25025000503,1581,353,Census Tract 5.03
1950,25025000505,1388,310,Census Tract 5.05
1950,25025000506,1851,413,Census Tract 5.06
1950,25025000601,2429,589,Census Tract 6.01
1950,25025000603,1238,300,Census Tract 6.03
1950,25025000604,2021,490,Census Tract 6.04
1950,25025000701,3400,895,Census Tract 7.01
1950,25025000703,1845,486,Census Tract 7.03
1950,25025000704,3729,982,Census Tract 7.04
1950,25025000804,2102,412,Census Tract 8.04
1950,25025000805,2597,509,Census Tract 8.05
1950,25025000806,1224,240,Census Tract 8.06
1950,25025000807,1118,219,Census Tract 8.07
1950,25025010103,1981,271,Census Tract 101.03
1950,25025010104,2973,407,Census Tract 101.04
1950,25025010204,3079,515,Census Tract 102.04
1950,25025010205,2394,400,Census Tract 102.05
1950,25025010206,1771,296,Census Tract 102.06
1950,25025010300,2181,378,Census Tract 103
1950,25025010403,1959,390,Census Tract 104.03
1950,25025010404,2567,511,Census Tract 104.04
1950,25025010405,3387,669,Census Tract 104.05
1950,25025010408,1378,230,Census Tract 104.08
1950,25025010500,3026,702,Census Tract 105
1950,25025010600,2941,647,Census Tract 106
1950,25025010701,2976,538,Census Tract 107.01
1950,25025010702,2858,517,Census Tract 107.02
1950,25025010801,2742,403,Census Tract 108.01
1950,25025010802,2857,420,Census Tract 108.02
1950,25025020101,4620,747,Census Tract 201.01
1950,25025020200,4079,860,Census Tract 202
1950,25025020301,5069,1765,Census Tract 203.01
1950,25025020302,2790,952,Census Tract 203.02
1950,25025020304,249,85,Census Tract 203.04
1950,25025020305,4101,1488,Census Tract 203.05
1950,25025030100,2997,1235,Census Tract 301
1950,25025030200,2130,880,Census Tract 302
1950,25025030301,253,42,Census Tract 303.01
1950,25025030302,1433,334,Census Tract 303.02
1950,25025030400,3622,1610,Census Tract 304
1950,25025030500,2709,1088,Census Tract 305
1950,25025040100,2792,467,Census Tract 401
1950,25025040200,2932,381,Census Tract 402
1950,25025040300,6583,827,Census Tract 403
1950,25025040401,4573,676,Census Tract 404.01
1950,25025040600,4524,636,Census Tract 406
1950,25025040801,6360,170,Census Tract 408.01
1950,25025050101,3999,988,Census Tract 501.01
1950,25025050200,4886,1433,Census Tract 502
1950,25025050300,2845,417,Census Tract 503
1950,25025050400,2416,727,Census Tract 504
1950,25025050500,2136,714,Census Tract 505
1950,25025050600,2312,682,Census Tract 506
1950,25025050700,4630,1352,Census Tract 507
1950,25025050901,5219,1212,Census Tract 509.01
1950,25025051000,3629,717,Census Tract 510
1950,25025051101,4739,1089,Census Tract 511.01
1950,25025051200,3977,958,Census Tract 512
1950,25025060101,4303,787,Census Tract 601.01
1950,25025060200,2770,553,Census Tract 602
1950,25025060301,4600,919,Census Tract 603.01
1950,25025060400,6282,1408,Census Tract 604
1950,25025060501,5670,1173,Census Tract 605.01
1950,25025060601,1340,367,Census Tract 606.01
1950,25025060602,95,26,Census Tract 606.02
1950,25025060603,59,16,Census Tract 606.03
1950,25025060604,192,53,Census Tract 606.04
1950,25025060700,4215,143,Census Tract 607
1950,25025060800,5543,1320,Census Tract 608
1950,25025061000,5105,634,Census Tract 610
1950,25025061101,3384,308,Census Tract 611.01
1950,25025061201,2323,559,Census Tract 612.01
1950,25025061202,,,Census Tract 612.02
1950,25025061203,948,260,Census Tract 612.03
1950,25025061204,182,50,Census Tract 612.04
1950,25025070102,167,41,Census Tract 701.02
1950,25025070103,8,2,Census Tract 701.03
1950,25025070104,64,16,Census Tract 701.04
1950,25025070201,874,281,Census Tract 702.01
1950,25025070202,1395,543,Census Tract 702.02
1950,25025070301,2289,917,Census Tract 703.01
1950,25025070302,1427,566,Census Tract 703.02
1950,25025070402,2067,850,Census Tract 704.02
1950,25025070501,2411,994,Census Tract 705.01
1950,25025070502,4173,1526,Census Tract 705.02
1950,25025070600,3261,1215,Census Tract 706
1950,25025070700,1077,288,Census Tract 707
1950,25025070801,286,81,Census Tract 708.01
1950,25025070802,797,225,Census Tract 708.02
1950,25025070901,760,280,Census Tract 709.01
1950,25025070902,1282,473,Census Tract 709.02
1950,25025071101,5566,970,Census Tract 711.01
1950,25025071201,3172,1099,Census Tract 712.01
1950,25025080100,4126,837,Census Tract 801
1950,25025080300,4162,770,Census Tract 803
1950,25025080401,3972,609,Census Tract 804.01
1950,25025080500,972,185,Census Tract 805
1950,25025080601,2590,463,Census Tract 806.01
1950,25025080801,5690,805,Census Tract 808.01
1950,25025080900,3705,1013,Census Tract 809
1950,25025081001,5281,1256,Census Tract 810.01
1950,25025081101,1105,239,Census Tract 811.01
1950,25025081102,2338,498,Census Tract 811.02
1950,25025081200,4452,769,Census Tract 812
1950,25025081301,1472,396,Census Tract 813.01
1950,25025081302,2058,553,Census Tract 813.02
1950,25025081400,5701,1349,Census Tract 814
1950,25025081500,4111,917,Census Tract 815
1950,25025081700,5504,1314,Census Tract 817
1950,25025081800,4240,1062,Census Tract 818
1950,25025081900,2288,1075,Census Tract 819
1950,25025082000,2977,1248,Census Tract 820
1950,25025082100,4638,2064,Census Tract 821
1950,25025090100,5198,2606,Census Tract 901
1950,25025090200,2387,835,Census Tract 902
1950,25025090300,3646,1828,Census Tract 903
1950,25025090400,6800,1649,Census Tract 904
1950,25025090600,4722,1026,Census Tract 906
1950,25025090700,5889,1368,Census Tract 907
1950,25025090901,2195,326,Census Tract 909.01
1950,25025091001,2952,439,Census Tract 910.01
1950,25025091100,5520,1256,Census Tract 911
1950,25025091200,3363,674,Census Tract 912
1950,25025091300,3443,766,Census Tract 913
1950,25025091400,3271,799,Census Tract 914
1950,25025091500,4605,1031,Census Tract 915
1950,25025091600,3810,832,Census Tract 916
1950,25025091700,3441,826,Census Tract 917
1950,25025091800,4698,1017,Census Tract 918
1950,25025091900,4458,1008,Census Tract 919
1950,25025092000,5607,1150,Census Tract 920
1950,25025092101,8058,1414,Census Tract 921.01
1950,25025092200,3770,655,Census Tract 922
1950,25025092300,3469,930,Census Tract 923
1950,25025092400,5401,2514,Census Tract 924
1950,25025100100,5552,2338,Census Tract 1001
1950,25025100200,3077,1545,Census Tract 1002
1950,25025100300,4122,1002,Census Tract 1003
1950,25025100400,4766,972,Census Tract 1004
1950,25025100500,6714,1491,Census Tract 1005
1950,25025100601,5911,1266,Census Tract 1006.01
1950,25025100603,2268,486,Census Tract 1006.03
1950,25025100700,5026,801,Census Tract 1007
1950,25025100800,5589,944,Census Tract 1008
1950,25025100900,3742,584,Census Tract 1009
1950,25025101001,3579,719,Census Tract 1010.01
1950,25025101002,3301,656,Census Tract 1010.02
1950,25025101101,3234,1519,Census Tract 1011.01
1950,25025101102,4232,2094,Census Tract 1011.02
1950,25025110104,2671,743,Census Tract 1101.04
1950,25025110105,2937,807,Census Tract 1101.05
1950,25025110106,1785,504,Census Tract 1101.06
1950,25025110201,1132,260,Census Tract 1102.01
1950,25025110301,2043,453,Census Tract 1103.01
1950,25025110401,2928,647,Census Tract 1104.01
1950,25025110403,3391,743,Census Tract 1104.03
1950,25025110501,3653,784,Census Tract 1105.01
1950,25025110502,4012,862,Census Tract 1105.02
1950,25025110601,2398,371,Census Tract 1106.01
1950,25025110607,5439,841,Census Tract 1106.07
1950,25025120103,1411,258,Census Tract 1201.03
1950,25025120104,2111,386,Census Tract 1201.04
1950,25025120105,2271,415,Census Tract 1201.05
1950,25025120201,4186,886,Census Tract 1202.01
1950,25025120301,5858,1477,Census Tract 1203.01
1950,25025120400,7341,1534,Census Tract 1204
1950,25025120500,3133,665,Census Tract 1205
1950,25025120600,3135,688,Census Tract 1206
1950,25025120700,1810,396,Census Tract 1207
1950,25025130101,4818,591,Census Tract 1301.01
1950,25025130200,5001,721,Census Tract 1302
1950,25025130300,4918,697,Census Tract 1303
1950,25025130402,2664,494,Census Tract 1304.02
1950,25025130404,1324,249,Census Tract 1304.04
1950,25025130406,2343,460,Census Tract 1304.06
1950,25025140102,2318,478,Census Tract 1401.02
1950,25025140105,1935,399,Census Tract 1401.05
1950,25025140106,1251,258,Census Tract 1401.06
1950,25025140107,1426,294,Census Tract 1401.07
1950,25025140201,1673,268,Census Tract 1402.01
1950,25025140202,4409,705,Census Tract 1402.02
1950,25025140300,5313,1097,Census Tract 1403
1950,25025140400,4765,998,Census Tract 1404
1950,25025980101,,,Census Tract 9801.01
1950,25025980300,,,Census Tract 9803
1950,25025980700,,,Census Tract 9807
1950,25025980900,,,Census Tract 9809
1950,25025981000,,,Census Tract 9810
1950,25025981100,,,Census Tract 9811
1950,25025981201,,,Census Tract 9812.01
1950,25025981202,,,Census Tract 9812.02
1950,25025981300,,,Census Tract 9813
1950,25025981501,,,Census Tract 9815.01
1950,25025981502,,,Census Tract 9815.02
1950,25025981600,,,Census Tract 9816
1950,25025981700,,,Census Tract 9817
1950,25025981800,,,Census Tract 9818
1950,25025981900,,,Census Tract 9819
1960,25025000101,1775,385,Census Tract 1.01
1960,25025000102,2089,453,Census Tract 1.02
1960,25025000201,4109,698,Census Tract 2.01
1960,25025000202,4259,724,Census Tract 2.02
1960,25025000301,2340,489,Census Tract 3.01
1960,25025000302,2318,484,Census Tract 3.02
1960,25025000401,4263,935,Census Tract 4.01
1960,25025000402,2638,578,Census Tract 4.02
1960,25025000502,3126,802,Census Tract 5.02
1960,25025000503,1343,345,Census Tract 5.03
1960,25025000505,1179,302,Census Tract 5.05
1960,25025000506,1573,404,Census Tract 5.06
1960,25025000601,3439,570,Census Tract 6.01
1960,25025000603,1752,290,Census Tract 6.03
1960,25025000604,2861,474,Census Tract 6.04
1960,25025000701,2825,880,Census Tract 7.01
1960,25025000703,1533,478,Census Tract 7.03
1960,25025000704,3099,965,Census Tract 7.04
1960,25025000804,1921,320,Census Tract 8.04
1960,25025000805,2373,395,Census Tract 8.05
1960,25025000806,1119,186,Census Tract 8.06
1960,25025000807,1022,170,Census Tract 8.07
1960,25025010103,2337,230,Census Tract 101.03
1960,25025010104,3508,344,Census Tract 101.04
1960,25025010204,2591,511,Census Tract 102.04
1960,25025010205,2014,397,Census Tract 102.05
1960,25025010206,1490,294,Census Tract 102.06
1960,25025010300,3413,313,Census Tract 103
1960,25025010403,1627,396,Census Tract 104.03
1960,25025010404,2132,519,Census Tract 104.04
1960,25025010405,2948,673,Census Tract 104.05
1960,25025010408,1159,229,Census Tract 104.08
1960,25025010500,2448,504,Census Tract 105
1960,25025010600,1925,454,Census Tract 106
1960,25025010701,2768,362,Census Tract 107.01
1960,25025010702,2659,348,Census Tract 107.02
1960,25025010801,2933,340,Census Tract 108.01
1960,25025010802,3057,355,Census Tract 108.02
1960,25025020101,4650,638,Census Tract 201.01
1960,25025020200,3288,536,Census Tract 202
1960,25025020301,896,194,Census Tract 203.01
1960,25025020302,1833,701,Census Tract 203.02
1960,25025020304,163,63,Census Tract 203.04
1960,25025020305,521,144,Census Tract 203.05
1960,25025030100,2445,978,Census Tract 301
1960,25025030200,1483,661,Census Tract 302
1960,25025030301,76,23,Census Tract 303.01
1960,25025030302,1159,270,Census Tract 303.02
1960,25025030400,2523,1174,Census Tract 304
1960,25025030500,1691,982,Census Tract 305
1960,25025040100,2217,244,Census Tract 401
1960,25025040200,2234,284,Census Tract 402
1960,25025040300,5412,540,Census Tract 403
1960,25025040401,3113,326,Census Tract 404.01
1960,25025040600,3516,354,Census Tract 406
1960,25025040801,1763,144,Census Tract 408.01
1960,25025050101,3656,683,Census Tract 501.01
1960,25025050200,4151,995,Census Tract 502
1960,25025050300,2011,313,Census Tract 503
1960,25025050400,1828,545,Census Tract 504
1960,25025050500,1610,666,Census Tract 505
1960,25025050600,1698,560,Census Tract 506
1960,25025050700,3752,1110,Census Tract 507
1960,25025050901,4303,819,Census Tract 509.01
1960,25025051000,3528,524,Census Tract 510
1960,25025051101,6067,1082,Census Tract 511.01
1960,25025051200,3232,676,Census Tract 512
1960,25025060101,3592,603,Census Tract 601.01
1960,25025060200,2611,422,Census Tract 602
1960,25025060301,3979,694,Census Tract 603.01
1960,25025060400,5280,1218,Census Tract 604
1960,25025060501,4380,708,Census Tract 605.01
1960,25025060601,881,130,Census Tract 606.01
1960,25025060602,63,9,Census Tract 606.02
1960,25025060603,39,6,Census Tract 606.03
1960,25025060604,126,19,Census Tract 606.04
1960,25025060700,3556,171,Census Tract 607
1960,25025060800,4484,810,Census Tract 608
1960,25025061000,4051,419,Census Tract 610
1960,25025061101,2487,225,Census Tract 611.01
1960,25025061201,1767,368,Census Tract 612.01
1960,25025061202,,,Census Tract 612.02
1960,25025061203,604,107,Census Tract 612.03
1960,25025061204,116,20,Census Tract 612.04
1960,25025070102,144,143,Census Tract 701.02
1960,25025070103,7,7,Census Tract 701.03
1960,25025070104,55,54,Census Tract 701.04
1960,25025070201,632,288,Census Tract 702.01
1960,25025070202,1508,945,Census Tract 702.02
1960,25025070301,1742,643,Census Tract 703.01
1960,25025070302,1075,398,Census Tract 703.02
1960,25025070402,1427,552,Census Tract 704.02
1960,25025070501,1973,636,Census Tract 705.01
1960,25025070502,3159,1101,Census Tract 705.02
1960,25025070600,2415,847,Census Tract 706
1960,25025070700,1822,292,Census Tract 707
1960,25025070801,893,90,Census Tract 708.01
1960,25025070802,2494,251,Census Tract 708.02
1960,25025070901,889,152,Census Tract 709.01
1960,25025070902,1500,256,Census Tract 709.02
1960,25025071101,3074,731,Census Tract 711.01
1960,25025071201,2524,427,Census Tract 712.01
1960,25025080100,2702,574,Census Tract 801
1960,25025080300,3828,587,Census Tract 803
1960,25025080401,3804,370,Census Tract 804.01
1960,25025080500,3343,253,Census Tract 805
1960,25025080601,3156,326,Census Tract 806.01
1960,25025080801,4762,632,Census Tract 808.01
1960,25025080900,3212,931,Census Tract 809
1960,25025081001,4450,1152,Census Tract 810.01
1960,25025081101,1056,213,Census Tract 811.01
1960,25025081102,2274,440,Census Tract 811.02
1960,25025081200,5344,590,Census Tract 812
1960,25025081301,1280,313,Census Tract 813.01
1960,25025081302,1790,438,Census Tract 813.02
1960,25025081400,4599,772,Census Tract 814
1960,25025081500,3892,424,Census Tract 815
1960,25025081700,6701,677,Census Tract 817
1960,25025081800,4477,638,Census Tract 818
1960,25025081900,5623,702,Census Tract 819
1960,25025082000,4326,599,Census Tract 820
1960,25025082100,4541,1257,Census Tract 821
1960,25025090100,4965,1662,Census Tract 901
1960,25025090200,2069,633,Census Tract 902
1960,25025090300,4464,506,Census Tract 903
1960,25025090400,6098,853,Census Tract 904
1960,25025090600,3244,596,Census Tract 906
1960,25025090700,5122,926,Census Tract 907
1960,25025090901,3854,337,Census Tract 909.01
1960,25025091001,5131,448,Census Tract 910.01
1960,25025091100,5335,1087,Census Tract 911
1960,25025091200,3129,550,Census Tract 912
1960,25025091300,2902,409,Census Tract 913
1960,25025091400,2994,631,Census Tract 914
1960,25025091500,4267,799,Census Tract 915
1960,25025091600,3306,695,Census Tract 916
1960,25025091700,3401,703,Census Tract 917
1960,25025091800,4468,831,Census Tract 918
1960,25025091900,4212,803,Census Tract 919
1960,25025092000,5572,890,Census Tract 920
1960,25025092101,6840,1266,Census Tract 921.01
1960,25025092200,3826,676,Census Tract 922
1960,25025092300,3297,741,Census Tract 923
1960,25025092400,5952,2028,Census Tract 924
1960,25025100100,5959,1988,Census Tract 1001
1960,25025100200,2612,1256,Census Tract 1002
1960,25025100300,3943,721,Census Tract 1003
1960,25025100400,4723,795,Census Tract 1004
1960,25025100500,6073,1199,Census Tract 1005
1960,25025100601,5805,981,Census Tract 1006.01
1960,25025100603,2227,376,Census Tract 1006.03
1960,25025100700,4847,726,Census Tract 1007
1960,25025100800,5367,801,Census Tract 1008
1960,25025100900,3974,579,Census Tract 1009
1960,25025101001,4506,717,Census Tract 1010.01
1960,25025101002,4105,652,Census Tract 1010.02
1960,25025101101,3156,1089,Census Tract 1011.01
1960,25025101102,3958,1540,Census Tract 1011.02
1960,25025110104,3398,357,Census Tract 1101.04
1960,25025110105,3922,408,Census Tract 1101.05
1960,25025110106,2284,238,Census Tract 1101.06
1960,25025110201,1049,260,Census Tract 1102.01
1960,25025110301,2089,415,Census Tract 1103.01
1960,25025110401,3059,598,Census Tract 1104.01
1960,25025110403,3520,699,Census Tract 1104.03
1960,25025110501,3692,621,Census Tract 1105.01
1960,25025110502,4056,682,Census Tract 1105.02
1960,25025110601,2552,339,Census Tract 1106.01
1960,25025110607,5788,769,Census Tract 1106.07
1960,25025120103,1629,302,Census Tract 1201.03
1960,25025120104,2437,452,Census Tract 1201.04
1960,25025120105,2621,486,Census Tract 1201.05
1960,25025120201,3427,863,Census Tract 1202.01
1960,25025120301,5180,1274,Census Tract 1203.01
1960,25025120400,6547,1379,Census Tract 1204
1960,25025120500,2591,548,Census Tract 1205
1960,25025120600,2760,724,Census Tract 1206
1960,25025120700,1962,304,Census Tract 1207
1960,25025130101,5223,672,Census Tract 1301.01
1960,25025130200,5487,618,Census Tract 1302
1960,25025130300,5105,600,Census Tract 1303
1960,25025130402,3340,496,Census Tract 1304.02
1960,25025130404,1677,252,Census Tract 1304.04
1960,25025130406,3012,421,Census Tract 1304.06
1960,25025140102,3032,389,Census Tract 1401.02
1960,25025140105,2531,325,Census Tract 1401.05
1960,25025140106,1636,210,Census Tract 1401.06
1960,25025140107,1865,239,Census Tract 1401.07
1960,25025140201,2248,237,Census Tract 1402.01
1960,25025140202,5926,626,Census Tract 1402.02
1960,25025140300,5143,914,Census Tract 1403
1960,25025140400,5431,796,Census Tract 1404
1960,25025980101,,,Census Tract 9801.01
1960,25025980300,,,Census Tract 9803
1960,25025980700,,,Census Tract 9807
1960,25025980900,,,Census Tract 9809
1960,25025981000,,,Census Tract 9810
1960,25025981100,,,Census Tract 9811
1960,25025981201,,,Census Tract 9812.01
1960,25025981202,,,Census Tract 9812.02
1960,25025981300,,,Census Tract 9813
1960,25025981501,,,Census Tract 9815.01
1960,25025981502,,,Census Tract 9815.02
1960,25025981600,,,Census Tract 9816
1960,25025981700,,,Census Tract 9817
1960,25025981800,,,Census Tract 9818
1960,25025981900,,,Census Tract 9819
1970,25025000101,1553,267,Census Tract 1.01
1970,25025000102,1828,314,Census Tract 1.02
1970,25025000201,3757,783,Census Tract 2.01
1970,25025000202,3894,811,Census Tract 2.02
1970,25025000301,2904,533,Census Tract 3.01
1970,25025000302,2877,528,Census Tract 3.02
1970,25025000401,4172,987,Census Tract 4.01
1970,25025000402,2582,611,Census Tract 4.02
1970,25025000502,2855,537,Census Tract 5.02
1970,25025000503,1227,231,Census Tract 5.03
1970,25025000505,1077,203,Census Tract 5.05
1970,25025000506,1437,270,Census Tract 5.06
1970,25025000601,3321,645,Census Tract 6.01
1970,25025000603,1689,328,Census Tract 6.03
1970,25025000604,2758,535,Census Tract 6.04
1970,25025000701,2980,614,Census Tract 7.01
1970,25025000703,1618,333,Census Tract 7.03
1970,25025000704,3269,674,Census Tract 7.04
1970,25025000804,2130,386,Census Tract 8.04
1970,25025000805,2631,476,Census Tract 8.05
1970,25025000806,1240,225,Census Tract 8.06
1970,25025000807,1133,205,Census Tract 8.07
1970,25025010103,3903,202,Census Tract 101.03
1970,25025010104,5837,302,Census Tract 101.04
1970,25025010204,2392,398,Census Tract 102.04
1970,25025010205,1860,309,Census Tract 102.05
1970,25025010206,1376,229,Census Tract 102.06
1970,25025010300,3721,155,Census Tract 103
1970,25025010403,2052,344,Census Tract 104.03
1970,25025010404,2690,451,Census Tract 104.04
1970,25025010405,3503,587,Census Tract 104.05
1970,25025010408,1070,178,Census Tract 104.08
1970,25025010500,2338,294,Census Tract 105
1970,25025010600,1557,273,Census Tract 106
1970,25025010701,3400,306,Census Tract 107.01
1970,25025010702,3266,294,Census Tract 107.02
1970,25025010801,2785,288,Census Tract 108.01
1970,25025010802,2903,301,Census Tract 108.02
1970,25025020101,4970,473,Census Tract 201.01
1970,25025020200,3312,535,Census Tract 202
1970,25025020301,1557,235,Census Tract 203.01
1970,25025020302,971,146,Census Tract 203.02
1970,25025020304,90,13,Census Tract 203.04
1970,25025020305,1188,178,Census Tract 203.05
1970,25025030100,2240,964,Census Tract 301
1970,25025030200,1196,673,Census Tract 302
1970,25025030301,287,29,Census Tract 303.01
1970,25025030302,309,43,Census Tract 303.02
1970,25025030400,2361,998,Census Tract 304
1970,25025030500,1195,721,Census Tract 305
1970,25025040100,1645,135,Census Tract 401
1970,25025040200,2183,200,Census Tract 402
1970,25025040300,4820,330,Census Tract 403
1970,25025040401,1886,84,Census Tract 404.01
1970,25025040600,2468,174,Census Tract 406
1970,25025040801,1367,134,Census Tract 408.01
1970,25025050101,3383,474,Census Tract 501.01
1970,25025050200,3603,805,Census Tract 502
1970,25025050300,1606,243,Census Tract 503
1970,25025050400,1645,395,Census Tract 504
1970,25025050500,1196,632,Census Tract 505
1970,25025050600,1219,324,Census Tract 506
1970,25025050700,2954,1106,Census Tract 507
1970,25025050901,3705,661,Census Tract 509.01
1970,25025051000,4701,400,Census Tract 510
1970,25025051101,5881,843,Census Tract 511.01
1970,25025051200,2576,452,Census Tract 512
1970,25025060101,3940,371,Census Tract 601.01
1970,25025060200,2439,225,Census Tract 602
1970,25025060301,3695,388,Census Tract 603.01
1970,25025060400,5256,805,Census Tract 604
1970,25025060501,4448,302,Census Tract 605.01
1970,25025060601,694,99,Census Tract 606.01
1970,25025060602,47,7,Census Tract 606.02
1970,25025060603,31,4,Census Tract 606.03
1970,25025060604,99,14,Census Tract 606.04
1970,25025060700,3309,219,Census Tract 607
1970,25025060800,3630,291,Census Tract 608
1970,25025061000,3384,325,Census Tract 610
1970,25025061101,1750,252,Census Tract 611.01
1970,25025061201,2045,285,Census Tract 612.01
1970,25025061202,,,Census Tract 612.02
1970,25025061203,357,52,Census Tract 612.03
1970,25025061204,68,10,Census Tract 612.04
1970,25025070102,302,165,Census Tract 701.02
1970,25025070103,20,11,Census Tract 701.03
1970,25025070104,115,63,Census Tract 701.04
1970,25025070201,419,209,Census Tract 702.01
1970,25025070202,1003,516,Census Tract 702.02
1970,25025070301,1563,293,Census Tract 703.01
1970,25025070302,950,182,Census Tract 703.02
1970,25025070402,1362,346,Census Tract 704.02
1970,25025070501,1255,471,Census Tract 705.01
1970,25025070502,2268,850,Census Tract 705.02
1970,25025070600,2209,256,Census Tract 706
1970,25025070700,654,42,Census Tract 707
1970,25025070801,591,37,Census Tract 708.01
1970,25025070802,1649,102,Census Tract 708.02
1970,25025070901,654,91,Census Tract 709.01
1970,25025070902,1103,153,Census Tract 709.02
1970,25025071101,1898,337,Census Tract 711.01
1970,25025071201,2070,242,Census Tract 712.01
1970,25025080100,2154,386,Census Tract 801
1970,25025080300,3031,254,Census Tract 803
1970,25025080401,2125,81,Census Tract 804.01
1970,25025080500,1285,132,Census Tract 805
1970,25025080601,1540,137,Census Tract 806.01
1970,25025080801,4664,241,Census Tract 808.01
1970,25025080900,3280,508,Census Tract 809
1970,25025081001,4052,1016,Census Tract 810.01
1970,25025081101,851,145,Census Tract 811.01
1970,25025081102,1837,302,Census Tract 811.02
1970,25025081200,4440,427,Census Tract 812
1970,25025081301,1566,122,Census Tract 813.01
1970,25025081302,2189,171,Census Tract 813.02
1970,25025081400,2871,444,Census Tract 814
1970,25025081500,2622,284,Census Tract 815
1970,25025081700,4363,251,Census Tract 817
1970,25025081800,3532,279,Census Tract 818
1970,25025081900,4133,228,Census Tract 819
1970,25025082000,3377,160,Census Tract 820
1970,25025082100,5175,348,Census Tract 821
1970,25025090100,5873,504,Census Tract 901
1970,25025090200,2303,255,Census Tract 902
1970,25025090300,2955,234,Census Tract 903
1970,25025090400,4444,369,Census Tract 904
1970,25025090600,2148,454,Census Tract 906
1970,25025090700,4476,953,Census Tract 907
1970,25025090901,4499,180,Census Tract 909.01
1970,25025091001,3200,460,Census Tract 910.01
1970,25025091100,5414,867,Census Tract 911
1970,25025091200,3047,524,Census Tract 912
1970,25025091300,2476,304,Census Tract 913
1970,25025091400,3002,333,Census Tract 914
1970,25025091500,5012,648,Census Tract 915
1970,25025091600,3167,419,Census Tract 916
1970,25025091700,3323,492,Census Tract 917
