"YEAR","GEOID","owner","renter","NAME"
1990,25025090400,248,611,"Census Tract 904"
1990,25025090600,182,370,"Census Tract 906"
1990,25025090700,524,1228,"Census Tract 907"
1990,25025090901,0,848,"Census Tract 909.01"
1990,25025091001,447,732,"Census Tract 910.01"
1990,25025091100,595,1093,"Census Tract 911"
1990,25025091200,337,829,"Census Tract 912"
1990,25025091300,231,469,"Census Tract 913"
1990,25025091400,238,378,"Census Tract 914"
1990,25025091500,361,1010,"Census Tract 915"
1990,25025091600,293,756,"Census Tract 916"
1990,25025091700,289,624,"Census Tract 917"
1990,25025091800,327,650,"Census Tract 918"
1990,25025091900,354,801,"Census Tract 919"
1990,25025092000,503,922,"Census Tract 920"
1990,25025092101,772,1324,"Census Tract 921.01"
1990,25025092200,522,586,"Census Tract 922"
1990,25025092300,342,619,"Census Tract 923"
1990,25025092400,411,1454,"Census Tract 924"
1990,25025100100,315,1150,"Census Tract 1001"
1990,25025100200,275,517,"Census Tract 1002"
1990,25025100300,466,584,"Census Tract 1003"
1990,25025100400,744,933,"Census Tract 1004"
1990,25025100500,662,1342,"Census Tract 1005"
1990,25025100601,841,1133,"Census Tract 1006.01"
1990,25025100603,333,365,"Census Tract 1006.03"
1990,25025100700,1011,868,"Census Tract 1007"
1990,25025100800,976,1292,"Census Tract 1008"
1990,25025100900,784,644,"Census Tract 1009"
1990,25025101001,918,1123,"Census Tract 1010.01"
1990,25025101002,696,1115,"Census Tract 1010.02"
1990,25025101101,363,625,"Census Tract 1011.01"
1990,25025101102,409,1064,"Census Tract 1011.02"
1990,25025110104,220,482,"Census Tract 1101.04"
1990,25025110105,241,555,"Census Tract 1101.05"
1990,25025110106,140,323,"Census Tract 1101.06"
1990,25025110201,253,480,"Census Tract 1102.01"
1990,25025110301,535,317,"Census Tract 1103.01"
1990,25025110401,577,657,"Census Tract 1104.01"
1990,25025110403,972,616,"Census Tract 1104.03"
1990,25025110501,765,501,"Census Tract 1105.01"
1990,25025110502,727,793,"Census Tract 1105.02"
1990,25025110601,813,108,"Census Tract 1106.01"
1990,25025110607,1024,918,"Census Tract 1106.07"
1990,25025120103,360,280,"Census Tract 1201.03"
1990,25025120104,539,418,"Census Tract 1201.04"
1990,25025120105,581,451,"Census Tract 1201.05"
1990,25025120201,430,1205,"Census Tract 1202.01"
1990,25025120301,516,1064,"Census Tract 1203.01"
1990,25025120400,911,1579,"Census Tract 1204"
1990,25025120500,153,554,"Census Tract 1205"
1990,25025120600,350,650,"Census Tract 1206"
1990,25025120700,388,529,"Census Tract 1207"
1990,25025130101,1698,844,"Census Tract 1301.01"
1990,25025130200,1310,544,"Census Tract 1302"
1990,25025130300,1312,417,"Census Tract 1303"
1990,25025130402,1402,720,"Census Tract 1304.02"
1990,25025130404,413,784,"Census Tract 1304.04"
1990,25025130406,704,1336,"Census Tract 1304.06"
1990,25025140102,973,509,"Census Tract 1401.02"
1990,25025140105,646,658,"Census Tract 1401.05"
1990,25025140106,417,425,"Census Tract 1401.06"
1990,25025140107,476,485,"Census Tract 1401.07"
1990,25025140201,424,367,"Census Tract 1402.01"
1990,25025140202,1116,969,"Census Tract 1402.02"
1990,25025140300,909,1238,"Census Tract 1403"
1990,25025140400,1626,1011,"Census Tract 1404"
1990,25025980101,,,"Census Tract 9801.01"
1990,25025980300,,,"Census Tract 9803"
1990,25025980700,,,"Census Tract 9807"
1990,25025980900,,,"Census Tract 9809"
1990,25025981000,,,"Census Tract 9810"
1990,25025981100,,,"Census Tract 9811"
1990,25025981201,,,"Census Tract 9812.01"
1990,25025981202,,,"Census Tract 9812.02"
1990,25025981300,,,"Census Tract 9813"
1990,25025981501,,,"Census Tract 9815.01"
1990,25025981502,,,"Census Tract 9815.02"
1990,25025981600,,,"Census Tract 9816"
1990,25025981700,,,"Census Tract 9817"
1990,25025981800,,,"Census Tract 9818"
1990,25025981900,,,"Census Tract 9819"
2000,25025000101,198,505,"Census Tract 1.01"
2000,25025000102,243,617,"Census Tract 1.02"
2000,25025000201,463,1080,"Census Tract 2.01"
2000,25025000202,511,983,"Census Tract 2.02"
2000,25025000301,445,714,"Census Tract 3.01"
2000,25025000302,656,672,"Census Tract 3.02"
2000,25025000401,463,2449,"Census Tract 4.01"
2000,25025000402,425,973,"Census Tract 4.02"
2000,25025000502,274,1695,"Census Tract 5.02"
2000,25025000503,248,1144,"Census Tract 5.03"
2000,25025000505,195,900,"Census Tract 5.05"
2000,25025000506,265,1222,"Census Tract 5.06"
2000,25025000601,417,970,"Census Tract 6.01"
2000,25025000603,81,889,"Census Tract 6.03"
2000,25025000604,98,1071,"Census Tract 6.04"
2000,25025000701,290,2058,"Census Tract 7.01"
2000,25025000703,104,1113,"Census Tract 7.03"
2000,25025000704,207,2227,"Census Tract 7.04"
2000,25025000804,172,1161,"Census Tract 8.04"
2000,25025000805,215,1446,"Census Tract 8.05"
2000,25025000806,5,319,"Census Tract 8.06"
2000,25025000807,5,317,"Census Tract 8.07"
2000,25025010103,56,346,"Census Tract 101.03"
2000,25025010104,391,1547,"Census Tract 101.04"
2000,25025010204,119,1099,"Census Tract 102.04"
2000,25025010205,154,1456,"Census Tract 102.05"
2000,25025010206,100,951,"Census Tract 102.06"
2000,25025010300,35,623,"Census Tract 103"
2000,25025010403,118,1052,"Census Tract 104.03"
2000,25025010404,260,2306,"Census Tract 104.04"
2000,25025010405,93,924,"Census Tract 104.05"
2000,25025010408,85,800,"Census Tract 104.08"
2000,25025010500,228,1386,"Census Tract 105"
2000,25025010600,201,1471,"Census Tract 106"
2000,25025010701,505,943,"Census Tract 107.01"
2000,25025010702,578,1078,"Census Tract 107.02"
2000,25025010801,799,1047,"Census Tract 108.01"
2000,25025010802,786,1031,"Census Tract 108.02"
2000,25025020101,1109,1557,"Census Tract 201.01"
2000,25025020200,456,1844,"Census Tract 202"
2000,25025020301,297,700,"Census Tract 203.01"
2000,25025020302,198,456,"Census Tract 203.02"
2000,25025020304,22,50,"Census Tract 203.04"
2000,25025020305,421,967,"Census Tract 203.05"
2000,25025030100,248,984,"Census Tract 301"
2000,25025030200,133,867,"Census Tract 302"
2000,25025030301,236,432,"Census Tract 303.01"
2000,25025030302,280,513,"Census Tract 303.02"
2000,25025030400,561,1705,"Census Tract 304"
2000,25025030500,549,800,"Census Tract 305"
2000,25025040100,521,532,"Census Tract 401"
2000,25025040200,182,501,"Census Tract 402"
2000,25025040300,903,959,"Census Tract 403"
2000,25025040401,411,589,"Census Tract 404.01"
2000,25025040600,620,418,"Census Tract 406"
2000,25025040801,402,1312,"Census Tract 408.01"
2000,25025050101,423,1293,"Census Tract 501.01"
2000,25025050200,426,1191,"Census Tract 502"
2000,25025050300,40,783,"Census Tract 503"
2000,25025050400,241,711,"Census Tract 504"
2000,25025050500,130,536,"Census Tract 505"
2000,25025050600,139,593,"Census Tract 506"
2000,25025050700,375,1058,"Census Tract 507"
2000,25025050901,437,889,"Census Tract 509.01"
2000,25025051000,550,1132,"Census Tract 510"
2000,25025051101,899,1277,"Census Tract 511.01"
2000,25025051200,369,834,"Census Tract 512"
2000,25025060101,687,827,"Census Tract 601.01"
2000,25025060200,404,538,"Census Tract 602"
2000,25025060301,639,866,"Census Tract 603.01"
2000,25025060400,917,1415,"Census Tract 604"
2000,25025060501,524,1070,"Census Tract 605.01"
2000,25025060601,225,303,"Census Tract 606.01"
2000,25025060602,14,19,"Census Tract 606.02"
2000,25025060604,62,84,"Census Tract 606.04"
2000,25025060700,1,476,"Census Tract 607"
2000,25025060800,708,1017,"Census Tract 608"
2000,25025061000,218,1109,"Census Tract 610"
2000,25025061101,11,929,"Census Tract 611.01"
2000,25025061201,253,484,"Census Tract 612.01"
2000,25025061202,,,"Census Tract 612.02"
2000,25025061203,66,126,"Census Tract 612.03"
2000,25025061204,13,25,"Census Tract 612.04"
2000,25025070102,194,539,"Census Tract 701.02"
2000,25025070104,97,252,"Census Tract 701.04"
2000,25025070201,19,660,"Census Tract 702.01"
2000,25025070202,124,1002,"Census Tract 702.02"
2000,25025070301,511,754,"Census Tract 703.01"
2000,25025070302,362,535,"Census Tract 703.02"
2000,25025070402,6,634,"Census Tract 704.02"
2000,25025070501,307,686,"Census Tract 705.01"
2000,25025070502,544,1215,"Census Tract 705.02"
2000,25025070600,637,630,"Census Tract 706"
2000,25025070700,439,752,"Census Tract 707"
2000,25025070801,154,421,"Census Tract 708.01"
2000,25025070802,393,1080,"Census Tract 708.02"
2000,25025070901,119,380,"Census Tract 709.01"
2000,25025070902,251,799,"Census Tract 709.02"
2000,25025071101,278,1419,"Census Tract 711.01"
2000,25025071201,98,373,"Census Tract 712.01"
2000,25025080100,161,448,"Census Tract 801"
2000,25025080300,121,488,"Census Tract 803"
2000,25025080401,42,816,"Census Tract 804.01"
2000,25025080500,55,988,"Census Tract 805"
2000,25025080601,59,877,"Census Tract 806.01"
2000,25025080801,19,701,"Census Tract 808.01"
2000,25025080900,163,1332,"Census Tract 809"
2000,25025081001,185,2066,"Census Tract 810.01"
2000,25025081101,109,329,"Census Tract 811.01"
2000,25025081102,246,743,"Census Tract 811.02"
2000,25025081200,137,790,"Census Tract 812"
2000,25025081301,73,642,"Census Tract 813.01"
2000,25025081302,90,791,"Census Tract 813.02"
2000,25025081400,338,655,"Census Tract 814"
2000,25025081500,183,404,"Census Tract 815"
2000,25025081700,326,1104,"Census Tract 817"
2000,25025081800,300,803,"Census Tract 818"
2000,25025081900,279,929,"Census Tract 819"
2000,25025082000,320,783,"Census Tract 820"
2000,25025082100,181,1531,"Census Tract 821"
2000,25025090100,407,1200,"Census Tract 901"
2000,25025090200,114,562,"Census Tract 902"
2000,25025090300,182,876,"Census Tract 903"
2000,25025090400,314,698,"Census Tract 904"
2000,25025090600,225,409,"Census Tract 906"
2000,25025090700,529,1275,"Census Tract 907"
2000,25025090901,4,1275,"Census Tract 909.01"
2000,25025091001,441,760,"Census Tract 910.01"
2000,25025091100,563,1194,"Census Tract 911"
2000,25025091200,339,827,"Census Tract 912"
2000,25025091300,189,502,"Census Tract 913"
2000,25025091400,249,498,"Census Tract 914"
2000,25025091500,428,1100,"Census Tract 915"
2000,25025091600,265,820,"Census Tract 916"
2000,25025091700,305,652,"Census Tract 917"
2000,25025091800,350,640,"Census Tract 918"
2000,25025091900,409,710,"Census Tract 919"
2000,25025092000,563,973,"Census Tract 920"
2000,25025092101,809,1469,"Census Tract 921.01"
2000,25025092200,564,614,"Census Tract 922"
2000,25025092300,358,584,"Census Tract 923"
2000,25025092400,426,1713,"Census Tract 924"
2000,25025100100,427,1389,"Census Tract 1001"
2000,25025100200,271,577,"Census Tract 1002"
2000,25025100300,476,695,"Census Tract 1003"
2000,25025100400,782,971,"Census Tract 1004"
2000,25025100500,701,1497,"Census Tract 1005"
2000,25025100601,862,1203,"Census Tract 1006.01"
2000,25025100603,318,395,"Census Tract 1006.03"
2000,25025100700,1048,857,"Census Tract 1007"
2000,25025100800,1044,1338,"Census Tract 1008"
2000,25025100900,873,675,"Census Tract 1009"
2000,25025101001,995,1188,"Census Tract 1010.01"
2000,25025101002,684,1212,"Census Tract 1010.02"
2000,25025101101,412,674,"Census Tract 1011.01"
2000,25025101102,416,1145,"Census Tract 1011.02"
2000,25025110104,265,500,"Census Tract 1101.04"
2000,25025110105,276,538,"Census Tract 1101.05"
2000,25025110106,150,293,"Census Tract 1101.06"
2000,25025110201,261,487,"Census Tract 1102.01"
2000,25025110301,579,355,"Census Tract 1103.01"
2000,25025110401,606,661,"Census Tract 1104.01"
2000,25025110403,1025,636,"Census Tract 1104.03"
2000,25025110501,801,507,"Census Tract 1105.01"
2000,25025110502,756,834,"Census Tract 1105.02"
2000,25025110601,893,154,"Census Tract 1106.01"
2000,25025110607,1050,1034,"Census Tract 1106.07"
2000,25025120103,473,122,"Census Tract 1201.03"
2000,25025120104,439,665,"Census Tract 1201.04"
2000,25025120105,704,192,"Census Tract 1201.05"
2000,25025120201,441,1173,"Census Tract 1202.01"
2000,25025120301,558,1080,"Census Tract 1203.01"
2000,25025120400,1086,1525,"Census Tract 1204"
2000,25025120500,181,591,"Census Tract 1205"
2000,25025120600,369,670,"Census Tract 1206"
2000,25025120700,415,563,"Census Tract 1207"
2000,25025130101,1566,479,"Census Tract 1301.01"
2000,25025130200,1321,546,"Census Tract 1302"
2000,25025130300,1313,413,"Census Tract 1303"
2000,25025130402,1424,675,"Census Tract 1304.02"
2000,25025130404,430,722,"Census Tract 1304.04"
2000,25025130406,802,1345,"Census Tract 1304.06"
2000,25025140102,1027,526,"Census Tract 1401.02"
2000,25025140105,896,335,"Census Tract 1401.05"
2000,25025140106,331,629,"Census Tract 1401.06"
2000,25025140107,348,661,"Census Tract 1401.07"
2000,25025140201,359,516,"Census Tract 1402.01"
2000,25025140202,1271,721,"Census Tract 1402.02"
2000,25025140300,1035,1191,"Census Tract 1403"
2000,25025140400,1685,1049,"Census Tract 1404"
2000,25025980101,,,"Census Tract 9801.01"
2000,25025980300,,,"Census Tract 9803"
2000,25025980700,,,"Census Tract 9807"
2000,25025980900,,,"Census Tract 9809"
2000,25025981000,,,"Census Tract 9810"
2000,25025981100,,,"Census Tract 9811"
2000,25025981201,,,"Census Tract 9812.01"
2000,25025981202,,,"Census Tract 9812.02"
2000,25025981300,,,"Census Tract 9813"
2000,25025981501,,,"Census Tract 9815.01"
2000,25025981502,,,"Census Tract 9815.02"
2000,25025981600,,,"Census Tract 9816"
2000,25025981700,,,"Census Tract 9817"
2000,25025981800,,,"Census Tract 9818"
2000,25025981900,,,"Census Tract 9819"
2010,25025000101,176,520,"Census Tract 1.01"
2010,25025000102,232,687,"Census Tract 1.02"
2010,25025000201,447,1094,"Census Tract 2.01"
2010,25025000202,474,1006,"Census Tract 2.02"
2010,25025000301,476,683,"Census Tract 3.01"
2010,25025000302,631,645,"Census Tract 3.02"
2010,25025000401,496,2381,"Census Tract 4.01"
2010,25025000402,480,981,"Census Tract 4.02"
2010,25025000502,359,1513,"Census Tract 5.02"
2010,25025000503,348,993,"Census Tract 5.03"
2010,25025000505,227,929,"Census Tract 5.05"
2010,25025000506,291,1190,"Census Tract 5.06"
2010,25025000601,462,988,"Census Tract 6.01"
2010,25025000603,66,630,"Census Tract 6.03"
2010,25025000604,121,1151,"Census Tract 6.04"
2010,25025000701,339,1955,"Census Tract 7.01"
2010,25025000703,47,1348,"Census Tract 7.03"
2010,25025000704,316,2034,"Census Tract 7.04"
2010,25025000804,205,1199,"Census Tract 8.04"
2010,25025000805,234,1373,"Census Tract 8.05"
2010,25025000806,4,412,"Census Tract 8.06"
2010,25025000807,4,462,"Census Tract 8.07"
2010,25025010103,49,441,"Census Tract 101.03"
2010,25025010104,401,1515,"Census Tract 101.04"
2010,25025010204,162,1026,"Census Tract 102.04"
2010,25025010205,172,2298,"Census Tract 102.05"
2010,25025010206,72,957,"Census Tract 102.06"
2010,25025010300,63,332,"Census Tract 103"
2010,25025010403,121,1904,"Census Tract 104.03"
2010,25025010404,201,1609,"Census Tract 104.04"
2010,25025010405,96,870,"Census Tract 104.05"
2010,25025010408,99,844,"Census Tract 104.08"
2010,25025010500,208,1447,"Census Tract 105"
2010,25025010600,352,1502,"Census Tract 106"
2010,25025010701,455,941,"Census Tract 107.01"
2010,25025010702,637,765,"Census Tract 107.02"
2010,25025010801,812,839,"Census Tract 108.01"
2010,25025010802,766,1105,"Census Tract 108.02"
2010,25025020101,1115,1358,"Census Tract 201.01"
2010,25025020200,498,1804,"Census Tract 202"
2010,25025020301,237,1013,"Census Tract 203.01"
2010,25025020302,223,452,"Census Tract 203.02"
2010,25025020304,56,150,"Census Tract 203.04"
2010,25025020305,388,1038,"Census Tract 203.05"
2010,25025030100,238,1038,"Census Tract 301"
2010,25025030200,173,871,"Census Tract 302"
2010,25025030301,229,399,"Census Tract 303.01"
2010,25025030302,389,677,"Census Tract 303.02"
2010,25025030400,591,1696,"Census Tract 304"
2010,25025030500,548,909,"Census Tract 305"
2010,25025040100,678,510,"Census Tract 401"
2010,25025040200,209,454,"Census Tract 402"
2010,25025040300,1057,837,"Census Tract 403"
2010,25025040401,471,703,"Census Tract 404.01"
2010,25025040600,694,544,"Census Tract 406"
2010,25025040801,610,1266,"Census Tract 408.01"
2010,25025050101,394,1319,"Census Tract 501.01"
2010,25025050200,376,1319,"Census Tract 502"
2010,25025050300,78,895,"Census Tract 503"
2010,25025050400,239,728,"Census Tract 504"
2010,25025050500,266,583,"Census Tract 505"
2010,25025050600,155,591,"Census Tract 506"
2010,25025050700,350,1105,"Census Tract 507"
2010,25025050901,398,926,"Census Tract 509.01"
2010,25025051000,516,1154,"Census Tract 510"
2010,25025051101,873,1317,"Census Tract 511.01"
2010,25025051200,383,686,"Census Tract 512"
2010,25025060101,732,843,"Census Tract 601.01"
2010,25025060200,471,456,"Census Tract 602"
2010,25025060301,759,781,"Census Tract 603.01"
2010,25025060400,1106,1272,"Census Tract 604"
2010,25025060501,832,999,"Census Tract 605.01"
2010,25025060601,267,437,"Census Tract 606.01"
2010,25025060602,15,24,"Census Tract 606.02"
2010,25025060603,155,253,"Census Tract 606.03"
2010,25025060604,83,136,"Census Tract 606.04"
2010,25025060700,5,612,"Census Tract 607"
2010,25025060800,940,1062,"Census Tract 608"
2010,25025061000,258,981,"Census Tract 610"
2010,25025061101,12,970,"Census Tract 611.01"
2010,25025061201,408,424,"Census Tract 612.01"
2010,25025061202,,,"Census Tract 612.02"
2010,25025061203,309,321,"Census Tract 612.03"
2010,25025061204,142,148,"Census Tract 612.04"
2010,25025070102,458,924,"Census Tract 701.02"
2010,25025070104,257,520,"Census Tract 701.04"
2010,25025070201,60,711,"Census Tract 702.01"
2010,25025070202,296,1182,"Census Tract 702.02"
2010,25025070301,624,698,"Census Tract 703.01"
2010,25025070302,531,595,"Census Tract 703.02"
2010,25025070402,3,663,"Census Tract 704.02"
2010,25025070501,450,658,"Census Tract 705.01"
2010,25025070502,729,1066,"Census Tract 705.02"
2010,25025070600,686,524,"Census Tract 706"
2010,25025070700,480,758,"Census Tract 707"
2010,25025070801,186,412,"Census Tract 708.01"
2010,25025070802,450,996,"Census Tract 708.02"
2010,25025070901,178,430,"Census Tract 709.01"
2010,25025070902,328,792,"Census Tract 709.02"
2010,25025071101,570,1518,"Census Tract 711.01"
2010,25025071201,487,817,"Census Tract 712.01"
2010,25025080100,149,532,"Census Tract 801"
2010,25025080300,133,560,"Census Tract 803"
2010,25025080401,128,1097,"Census Tract 804.01"
2010,25025080500,59,1210,"Census Tract 805"
2010,25025080601,105,777,"Census Tract 806.01"
2010,25025080801,2,925,"Census Tract 808.01"
2010,25025080900,143,1543,"Census Tract 809"
2010,25025081001,174,2060,"Census Tract 810.01"
2010,25025081101,106,299,"Census Tract 811.01"
2010,25025081102,334,943,"Census Tract 811.02"
2010,25025081200,156,969,"Census Tract 812"
2010,25025081301,85,762,"Census Tract 813.01"
2010,25025081302,116,1038,"Census Tract 813.02"
2010,25025081400,419,881,"Census Tract 814"
2010,25025081500,265,574,"Census Tract 815"
2010,25025081700,337,1136,"Census Tract 817"
2010,25025081800,343,796,"Census Tract 818"
2010,25025081900,257,999,"Census Tract 819"
2010,25025082000,330,828,"Census Tract 820"
2010,25025082100,198,1837,"Census Tract 821"
2010,25025090100,400,1281,"Census Tract 901"
2010,25025090200,123,649,"Census Tract 902"
2010,25025090300,223,900,"Census Tract 903"
2010,25025090400,369,779,"Census Tract 904"
2010,25025090600,258,462,"Census Tract 906"
2010,25025090700,603,1229,"Census Tract 907"
2010,25025090901,3,1537,"Census Tract 909.01"
2010,25025091001,527,709,"Census Tract 910.01"
2010,25025091100,709,1083,"Census Tract 911"
2010,25025091200,399,761,"Census Tract 912"
2010,25025091300,216,574,"Census Tract 913"
2010,25025091400,301,578,"Census Tract 914"
2010,25025091500,457,1013,"Census Tract 915"
2010,25025091600,285,758,"Census Tract 916"
2010,25025091700,319,598,"Census Tract 917"
2010,25025091800,388,654,"Census Tract 918"
2010,25025091900,401,843,"Census Tract 919"
2010,25025092000,535,997,"Census Tract 920"
2010,25025092101,872,1380,"Census Tract 921.01"
2010,25025092200,536,598,"Census Tract 922"
2010,25025092300,362,594,"Census Tract 923"
2010,25025092400,386,1487,"Census Tract 924"
2010,25025100100,418,1477,"Census Tract 1001"
2010,25025100200,336,569,"Census Tract 1002"
2010,25025100300,477,644,"Census Tract 1003"
2010,25025100400,715,980,"Census Tract 1004"
2010,25025100500,680,1494,"Census Tract 1005"
2010,25025100601,927,1101,"Census Tract 1006.01"
2010,25025100603,413,341,"Census Tract 1006.03"
2010,25025100700,1038,835,"Census Tract 1007"
2010,25025100800,1152,1372,"Census Tract 1008"
2010,25025100900,868,742,"Census Tract 1009"
2010,25025101001,949,1180,"Census Tract 1010.01"
2010,25025101002,667,1301,"Census Tract 1010.02"
2010,25025101101,421,665,"Census Tract 1011.01"
2010,25025101102,407,1104,"Census Tract 1011.02"
2010,25025110104,363,536,"Census Tract 1101.04"
2010,25025110105,300,464,"Census Tract 1101.05"
2010,25025110106,206,318,"Census Tract 1101.06"
2010,25025110201,301,514,"Census Tract 1102.01"
2010,25025110301,602,296,"Census Tract 1103.01"
2010,25025110401,605,680,"Census Tract 1104.01"
2010,25025110403,1076,599,"Census Tract 1104.03"
2010,25025110501,818,482,"Census Tract 1105.01"
2010,25025110502,821,759,"Census Tract 1105.02"
2010,25025110601,948,287,"Census Tract 1106.01"
2010,25025110607,1139,893,"Census Tract 1106.07"
2010,25025120103,447,213,"Census Tract 1201.03"
2010,25025120104,482,576,"Census Tract 1201.04"
2010,25025120105,811,92,"Census Tract 1201.05"
2010,25025120201,573,1086,"Census Tract 1202.01"
2010,25025120301,772,1012,"Census Tract 1203.01"
2010,25025120400,1330,1380,"Census Tract 1204"
2010,25025120500,273,579,"Census Tract 1205"
2010,25025120600,457,597,"Census Tract 1206"
2010,25025120700,499,484,"Census Tract 1207"
2010,25025130101,1941,727,"Census Tract 1301.01"
2010,25025130200,1303,526,"Census Tract 1302"
2010,25025130300,1349,407,"Census Tract 1303"
2010,25025130402,1400,702,"Census Tract 1304.02"
2010,25025130404,740,518,"Census Tract 1304.04"
2010,25025130406,556,1556,"Census Tract 1304.06"
2010,25025140102,1049,499,"Census Tract 1401.02"
2010,25025140105,898,376,"Census Tract 1401.05"
2010,25025140106,70,721,"Census Tract 1401.06"
2010,25025140107,563,414,"Census Tract 1401.07"
