"YEAR","GEOID","hh","gq_adj","hu","NAME"
2010,25025140102,4401,0,1548,"Census Tract 1401.02"
2010,25025140105,3670,5,1274,"Census Tract 1401.05"
2010,25025140106,1901,0,791,"Census Tract 1401.06"
2010,25025140107,2522,9,977,"Census Tract 1401.07"
2010,25025140201,2067,5,861,"Census Tract 1402.01"
2010,25025140202,5383,217,1952,"Census Tract 1402.02"
2010,25025140300,6323,59,2353,"Census Tract 1403"
2010,25025140400,7650,0,2743,"Census Tract 1404"
2010,25025980101,0,535,,"Census Tract 9801.01"
2010,25025980300,2,336,2,"Census Tract 9803"
2010,25025980700,6,0,4,"Census Tract 9807"
2010,25025980900,0,0,,"Census Tract 9809"
2010,25025981000,0,0,,"Census Tract 9810"
2010,25025981100,108,113,45,"Census Tract 9811"
2010,25025981201,0,0,,"Census Tract 9812.01"
2010,25025981202,0,207,,"Census Tract 9812.02"
2010,25025981300,0,0,,"Census Tract 9813"
2010,25025981501,0,12,,"Census Tract 9815.01"
2010,25025981502,9,0,3,"Census Tract 9815.02"
2010,25025981600,0,0,,"Census Tract 9816"
2010,25025981700,0,0,,"Census Tract 9817"
2010,25025981800,80,2,46,"Census Tract 9818"
2010,25025981900,0,0,,"Census Tract 9819"
2010,25025990101,0,0,,"Census Tract 9901.01"
2010,25025999999,0,0,,"Census Tract 9999.99"
2020,25025000101,1866,10,697,"Census Tract 1.01"
2020,25025000102,4262.70295,17,1606,"Census Tract 1.02"
2020,25025000201,3914,486,1544,"Census Tract 2.01"
2020,25025000202,4107,41,1539,"Census Tract 2.02"
2020,25025000301,3036,100,1290,"Census Tract 3.01"
2020,25025000302,3057,15,1323,"Census Tract 3.02"
2020,25025000401,5853,0,2957,"Census Tract 4.01"
2020,25025000402,3635.93488,186,1510,"Census Tract 4.02"
2020,25025000502,3575.83042,2913,2024,"Census Tract 5.02"
2020,25025000503,2432.80948,0,1412,"Census Tract 5.03"
2020,25025000505,2055,141,1049,"Census Tract 5.05"
2020,25025000506,2908.13233,10,1569,"Census Tract 5.06"
2020,25025000601,3657.0096,101,1542,"Census Tract 6.01"
2020,25025000603,1838.10955,56,866,"Census Tract 6.03"
2020,25025000604,2581,10,1293,"Census Tract 6.04"
2020,25025000701,4509,8,2304,"Census Tract 7.01"
2020,25025000703,2496.294487,12,1315,"Census Tract 7.03"
2020,25025000704,5299,13,2645,"Census Tract 7.04"
2020,25025000804,4278.09435,22,1444,"Census Tract 8.04"
2020,25025000805,5502.44036,602,1805,"Census Tract 8.05"
2020,25025000806,1633.02233,1653,788,"Census Tract 8.06"
2020,25025000807,102,3588,40,"Census Tract 8.07"
2020,25025010103,545.384636,4416,366,"Census Tract 101.03"
2020,25025010104,3216.71177,2082,1963,"Census Tract 101.04"
2020,25025010204,2201.542583,1793,1165,"Census Tract 102.04"
2020,25025010205,5694.77529,394,2963,"Census Tract 102.05"
2020,25025010206,2229.43078,15,1291,"Census Tract 102.06"
2020,25025010300,568.637517,4917,317,"Census Tract 103"
2020,25025010403,3296.34948,0,2039,"Census Tract 104.03"
2020,25025010404,3305.68628,2649,1670,"Census Tract 104.04"
2020,25025010405,1774.57979,4997,912,"Census Tract 104.05"
2020,25025010408,1467.43541,45,903,"Census Tract 104.08"
2020,25025010500,3127.16467,1077,1654,"Census Tract 105"
2020,25025010600,3638.13336,19,2155,"Census Tract 106"
2020,25025010701,2288.59876,315,1403,"Census Tract 107.01"
2020,25025010702,2245.615824,102,1342,"Census Tract 107.02"
2020,25025010801,2592.20034,382,1629,"Census Tract 108.01"
2020,25025010802,3006.7297,90,1823,"Census Tract 108.02"
2020,25025020101,4275.51204,32,2400,"Census Tract 201.01"
2020,25025020200,3804,0,2339,"Census Tract 202"
2020,25025020301,2150,16,1335,"Census Tract 203.01"
2020,25025020302,1325.260287,1,744,"Census Tract 203.02"
2020,25025020304,1896.43135,91,1049,"Census Tract 203.04"
2020,25025020305,4100.22407,467,2188,"Census Tract 203.05"
2020,25025030100,2157.539638,3,1291,"Census Tract 301"
2020,25025030200,1815,0,1088,"Census Tract 302"
2020,25025030301,1382,3,783,"Census Tract 303.01"
2020,25025030302,1355.88842,515,868,"Census Tract 303.02"
2020,25025030400,4296.45686,62,2421,"Census Tract 304"
2020,25025030500,2591.0032,124,1514,"Census Tract 305"
2020,25025040100,2337.264748,30,1201,"Census Tract 401"
2020,25025040200,1599.83837,0,639,"Census Tract 402"
2020,25025040300,4518,7,2021,"Census Tract 403"
2020,25025040401,2926.95246,55,1256,"Census Tract 404.01"
2020,25025040600,3959.19719,18,1805,"Census Tract 406"
2020,25025040801,4036.32,0,2010,"Census Tract 408.01"
2020,25025050101,5011.54769,39,1759,"Census Tract 501.01"
2020,25025050200,5253.20646,9,1850,"Census Tract 502"
2020,25025050300,3968.54644,36,1700,"Census Tract 503"
2020,25025050400,2401.28896,0,1033,"Census Tract 504"
2020,25025050500,2174,0,921,"Census Tract 505"
2020,25025050600,2074,0,833,"Census Tract 506"
2020,25025050700,4505,15,1536,"Census Tract 507"
2020,25025050901,4242.0032,0,1412,"Census Tract 509.01"
2020,25025051000,4417.99122,3,1749,"Census Tract 510"
2020,25025051101,6397.40981,141,2264,"Census Tract 511.01"
2020,25025051200,3459.8037,5,1607,"Census Tract 512"
2020,25025060101,3797.0402,0,1770,"Census Tract 601.01"
2020,25025060200,2367.323346,3,1043,"Census Tract 602"
2020,25025060301,3710.720277,49,1704,"Census Tract 603.01"
2020,25025060400,5600.07142,0,2506,"Census Tract 604"
2020,25025060501,4920.796962,0,2291,"Census Tract 605.01"
2020,25025060601,2308.25303,5,1087,"Census Tract 606.01"
2020,25025060602,338.755869,0,214,"Census Tract 606.02"
2020,25025060603,1693.46984,0,910,"Census Tract 606.03"
2020,25025060604,3236.57393,0,1888,"Census Tract 606.04"
2020,25025060700,1748.63307,0,590,"Census Tract 607"
2020,25025060800,4961.34087,36,2381,"Census Tract 608"
2020,25025061000,2774.07222,0,1036,"Census Tract 610"
2020,25025061101,2775.5645,20,1214,"Census Tract 611.01"
2020,25025061201,2062.850468,68,976,"Census Tract 612.01"
2020,25025061202,0,0,,"Census Tract 612.02"
2020,25025061203,2498,188,1363,"Census Tract 612.03"
2020,25025061204,954.66188,0,611,"Census Tract 612.04"
2020,25025070102,2154.02809,1656,1223,"Census Tract 701.02"
2020,25025070103,775.774837,0,348,"Census Tract 701.03"
2020,25025070104,2887.68295,116,1492,"Census Tract 701.04"
2020,25025070201,2001.03778,2186,1018,"Census Tract 702.01"
2020,25025070202,5202.4253,450,2589,"Census Tract 702.02"
2020,25025070301,2236.280517,35,1283,"Census Tract 703.01"
2020,25025070302,2113.99937,20,1182,"Census Tract 703.02"
2020,25025070402,4799.51164,0,2009,"Census Tract 704.02"
2020,25025070501,2209.700441,26,1191,"Census Tract 705.01"
2020,25025070502,3481.43229,18,1735,"Census Tract 705.02"
2020,25025070600,2280.070555,52,1151,"Census Tract 706"
2020,25025070700,2543.70444,5,1271,"Census Tract 707"
2020,25025070801,1060.286611,0,549,"Census Tract 708.01"
2020,25025070802,2687.161784,19,1461,"Census Tract 708.02"
2020,25025070901,1150.185618,15,547,"Census Tract 709.01"
2020,25025070902,2287.11403,14,1192,"Census Tract 709.02"
2020,25025071101,3781.201901,373,2132,"Census Tract 711.01"
2020,25025071201,3335.61972,277,1545,"Census Tract 712.01"
2020,25025080100,1912.80274,983,749,"Census Tract 801"
2020,25025080300,2201,35,833,"Census Tract 803"
2020,25025080401,3091.08627,594,1392,"Census Tract 804.01"
2020,25025080500,3327.52775,29,1378,"Census Tract 805"
2020,25025080601,2706.99723,2893,1005,"Census Tract 806.01"
2020,25025080801,2938.56585,1837,1042,"Census Tract 808.01"
2020,25025080900,4772.63824,16,1809,"Census Tract 809"
2020,25025081001,6011.21544,61,2510,"Census Tract 810.01"
2020,25025081101,1515.52695,156,808,"Census Tract 811.01"
2020,25025081102,2971,194,1307,"Census Tract 811.02"
2020,25025081200,3558.73885,26,1290,"Census Tract 812"
2020,25025081301,2445.10408,89,1060,"Census Tract 813.01"
2020,25025081302,2986.75644,155,1265,"Census Tract 813.02"
2020,25025081400,3714,59,1558,"Census Tract 814"
2020,25025081500,2425,24,955,"Census Tract 815"
2020,25025081700,4116.83483,35,1570,"Census Tract 817"
2020,25025081800,3550.224,17,1380,"Census Tract 818"
2020,25025081900,3619,52,1391,"Census Tract 819"
2020,25025082000,3215.03614,9,1253,"Census Tract 820"
2020,25025082100,5192,32,2072,"Census Tract 821"
2020,25025090100,5151,20,1825,"Census Tract 901"
2020,25025090200,2340.2975,77,811,"Census Tract 902"
2020,25025090300,3777,18,1238,"Census Tract 903"
2020,25025090400,4120.81711,17,1348,"Census Tract 904"
2020,25025090600,2443.79961,33,772,"Census Tract 906"
2020,25025090700,5126.35923,54,2111,"Census Tract 907"
2020,25025090901,4116.82851,22,1610,"Census Tract 909.01"
2020,25025091001,3464.63819,1078,1558,"Census Tract 910.01"
2020,25025091100,4906,10,1911,"Census Tract 911"
2020,25025091200,2947,193,1204,"Census Tract 912"
2020,25025091300,2608,18,881,"Census Tract 913"
2020,25025091400,2751.13119,144,996,"Census Tract 914"
2020,25025091500,4572,16,1632,"Census Tract 915"
2020,25025091600,3154,46,1162,"Census Tract 916"
2020,25025091700,3173,30,965,"Census Tract 917"
2020,25025091800,3673,45,1215,"Census Tract 918"
2020,25025091900,4256,22,1382,"Census Tract 919"
2020,25025092000,5105,75,1604,"Census Tract 920"
2020,25025092101,6740,181,2449,"Census Tract 921.01"
2020,25025092200,3576,26,1219,"Census Tract 922"
2020,25025092300,3290,11,1085,"Census Tract 923"
2020,25025092400,6033,34,2059,"Census Tract 924"
2020,25025100100,5546,176,1892,"Census Tract 1001"
2020,25025100200,2889,30,964,"Census Tract 1002"
2020,25025100300,3724,13,1238,"Census Tract 1003"
2020,25025100400,5001.5612,125,1922,"Census Tract 1004"
2020,25025100500,6548,28,2372,"Census Tract 1005"
2020,25025100601,5331,11,2099,"Census Tract 1006.01"
2020,25025100603,2084,88,883,"Census Tract 1006.03"
2020,25025100700,4332,0,1948,"Census Tract 1007"
2020,25025100800,5791.4,0,2588,"Census Tract 1008"
2020,25025100900,4125,23,1669,"Census Tract 1009"
2020,25025101001,5589,6,2161,"Census Tract 1010.01"
2020,25025101002,5588,124,2213,"Census Tract 1010.02"
2020,25025101101,3503,19,1233,"Census Tract 1011.01"
2020,25025101102,4676,90,1544,"Census Tract 1011.02"
2020,25025110104,2177,0,750,"Census Tract 1101.04"
2020,25025110105,2472.61447,3,981,"Census Tract 1101.05"
2020,25025110106,1365.434582,10,582,"Census Tract 1101.06"
2020,25025110201,2068,23,809,"Census Tract 1102.01"
2020,25025110301,2494.74083,9,960,"Census Tract 1103.01"
2020,25025110401,3618,7,1368,"Census Tract 1104.01"
2020,25025110403,4430,7,1726,"Census Tract 1104.03"
2020,25025110501,3297,5,1319,"Census Tract 1105.01"
2020,25025110502,3993.0224,7,1672,"Census Tract 1105.02"
2020,25025110601,2501,138,1116,"Census Tract 1106.01"
2020,25025110607,4830,446,2156,"Census Tract 1106.07"
2020,25025120103,1628,14,694,"Census Tract 1201.03"
2020,25025120104,2360,13,1088,"Census Tract 1201.04"
2020,25025120105,2156.48711,413,902,"Census Tract 1201.05"
2020,25025120201,4850.17258,15,2126,"Census Tract 1202.01"
2020,25025120301,5214.85092,154,1975,"Census Tract 1203.01"
2020,25025120400,5837.624,169,2826,"Census Tract 1204"
2020,25025120500,2495.22535,0,929,"Census Tract 1205"
2020,25025120600,2558,8,1115,"Census Tract 1206"
2020,25025120700,2082,57,1016,"Census Tract 1207"
2020,25025130101,6037,11,2759,"Census Tract 1301.01"
2020,25025130200,4631,77,1903,"Census Tract 1302"
2020,25025130300,4466,30,1746,"Census Tract 1303"
2020,25025130402,4833,0,2122,"Census Tract 1304.02"
2020,25025130404,2894,179,1266,"Census Tract 1304.04"
2020,25025130406,5790.36924,70,2411,"Census Tract 1304.06"
2020,25025140102,4958,0,1756,"Census Tract 1401.02"
2020,25025140105,3576,16,1287,"Census Tract 1401.05"
2020,25025140106,2260.68997,0,922,"Census Tract 1401.06"
2020,25025140107,2786.97437,12,1053,"Census Tract 1401.07"
2020,25025140201,2304.8767,8,910,"Census Tract 1402.01"
2020,25025140202,5713.0096,64,2115,"Census Tract 1402.02"
2020,25025140300,6791,52,2517,"Census Tract 1403"
2020,25025140400,7858,1,2831,"Census Tract 1404"
2020,25025980101,0,0,,"Census Tract 9801.01"
2020,25025980300,26,87,,"Census Tract 9803"
2020,25025980700,6,1,,"Census Tract 9807"
2020,25025980900,125,0,,"Census Tract 9809"
2020,25025981000,11,0,,"Census Tract 9810"
2020,25025981100,11,86,,"Census Tract 9811"
2020,25025981201,0,0,,"Census Tract 9812.01"
2020,25025981202,5,1,,"Census Tract 9812.02"
2020,25025981300,74,5,,"Census Tract 9813"
2020,25025981501,4,9,,"Census Tract 9815.01"
2020,25025981600,2,0,,"Census Tract 9816"
2020,25025981700,4,0,,"Census Tract 9817"
2020,25025981800,15,8,,"Census Tract 9818"
2020,25025981900,0,0,,"Census Tract 9819"
2020,25025990101,0,0,,"Census Tract 9901.01"
2024,25025000101,1905.340943,10,691,"Census Tract 1.01"
2024,25025000102,4918.433316,17,2104,"Census Tract 1.02"
2024,25025000201,3979.26506,486,1549,"Census Tract 2.01"
2024,25025000202,4200.08144,41,1552,"Census Tract 2.02"
2024,25025000301,3072.26665,100,1301,"Census Tract 3.01"
2024,25025000302,3114.19797,15,1329,"Census Tract 3.02"
2024,25025000401,5934.518474,0,2956,"Census Tract 4.01"
2024,25025000402,3734.26631,186,1548,"Census Tract 4.02"
2024,25025000502,3634.352393,2913,2024,"Census Tract 5.02"
2024,25025000503,2438.205559,0,1412,"Census Tract 5.03"
2024,25025000505,2172.694764,141,1156,"Census Tract 5.05"
2024,25025000506,2940.857267,10,1571,"Census Tract 5.06"
2024,25025000601,3730.850454,101,1611,"Census Tract 6.01"
2024,25025000603,2619.58531,56,1588,"Census Tract 6.03"
2024,25025000604,2660.818831,10,1299,"Census Tract 6.04"
2024,25025000701,4538.413095,8,2307,"Census Tract 7.01"
2024,25025000703,2554.9753824,12,1318,"Census Tract 7.03"
2024,25025000704,5364.53928,13,2649,"Census Tract 7.04"
2024,25025000804,4929.436718,22,1765,"Census Tract 8.04"
2024,25025000805,6424.07576,602,2231,"Census Tract 8.05"
2024,25025000806,1648.6167092,1653,788,"Census Tract 8.06"
2024,25025000807,116.2554559,3588,40,"Census Tract 8.07"
2024,25025010103,557.039247,4416,366,"Census Tract 101.03"
2024,25025010104,3274.335323,2082,1964,"Census Tract 101.04"
2024,25025010204,2640.169446,1793,1443,"Census Tract 102.04"
2024,25025010205,5791.040557,394,2963,"Census Tract 102.05"
2024,25025010206,2835.2306038,15,1712,"Census Tract 102.06"
2024,25025010300,634.047692,4917,317,"Census Tract 103"
2024,25025010403,3384.251571,0,2045,"Census Tract 104.03"
2024,25025010404,3431.441058,2649,1693,"Census Tract 104.04"
2024,25025010405,1906.386653,4997,912,"Census Tract 104.05"
2024,25025010408,1458.417147,45,903,"Census Tract 104.08"
2024,25025010500,3141.116712,1077,1653,"Census Tract 105"
2024,25025010600,3732.00904,19,2347,"Census Tract 106"
2024,25025010701,2288.504436,315,1390,"Census Tract 107.01"
2024,25025010702,2294.401436,102,1355,"Census Tract 107.02"
2024,25025010801,2607.990077,382,1618,"Census Tract 108.01"
2024,25025010802,3032.242635,90,1809,"Census Tract 108.02"
2024,25025020101,4208.59481,32,2376,"Census Tract 201.01"
2024,25025020200,3770.7428603,0,2336,"Census Tract 202"
2024,25025020301,2212.060493,16,1335,"Census Tract 203.01"
2024,25025020302,1259.563624,1,804,"Census Tract 203.02"
2024,25025020304,1894.932003,91,1049,"Census Tract 203.04"
2024,25025020305,4607.25848,467,2579,"Census Tract 203.05"
2024,25025030100,2101.525366,3,1296,"Census Tract 301"
2024,25025030200,1779.307413,0,1109,"Census Tract 302"
2024,25025030301,1542.04288,3,784,"Census Tract 303.01"
2024,25025030302,1874.280997,515,1169,"Census Tract 303.02"
2024,25025030400,4132.197116,62,2438,"Census Tract 304"
2024,25025030500,2471.753575,124,1516,"Census Tract 305"
2024,25025040100,2350.184446,30,1197,"Census Tract 401"
2024,25025040200,1562.800546,0,641,"Census Tract 402"
2024,25025040300,4385.2168,7,2021,"Census Tract 403"
2024,25025040401,2887.409479,55,1237,"Census Tract 404.01"
2024,25025040600,3915.87917,18,1849,"Census Tract 406"
2024,25025040801,4057.15602,0,2102,"Census Tract 408.01"
2024,25025050101,5160.33453,39,1817,"Census Tract 501.01"
2024,25025050200,5387.879835,9,1905,"Census Tract 502"
2024,25025050300,4353.12458,36,2029,"Census Tract 503"
2024,25025050400,2542.380715,0,1130,"Census Tract 504"
2024,25025050500,2242.33924,0,962,"Census Tract 505"
2024,25025050600,2129.978978,0,836,"Census Tract 506"
2024,25025050700,4661.667607,15,1617,"Census Tract 507"
2024,25025050901,4341.260295,0,1461,"Census Tract 509.01"
2024,25025051000,4794.0883,3,2043,"Census Tract 510"
2024,25025051101,6697.44413,141,2384,"Census Tract 511.01"
2024,25025051200,3581.563079,5,1671,"Census Tract 512"
2024,25025060101,3887.29936,0,1835,"Census Tract 601.01"
2024,25025060200,2407.060514,3,1047,"Census Tract 602"
2024,25025060301,3798.617178,49,1718,"Census Tract 603.01"
2024,25025060400,5712.9126,0,2515,"Census Tract 604"
2024,25025060501,4964.33581,0,2415,"Census Tract 605.01"
2024,25025060601,2346.999798,5,1119,"Census Tract 606.01"
2024,25025060602,412.716028,0,214,"Census Tract 606.02"
2024,25025060603,2271.109759,0,1587,"Census Tract 606.03"
2024,25025060604,3988.921544,0,1887,"Census Tract 606.04"
2024,25025060700,1794.799756,0,590,"Census Tract 607"
2024,25025060800,5049.119658,36,2537,"Census Tract 608"
2024,25025061000,2901.203924,0,1095,"Census Tract 610"
2024,25025061101,2744.086387,20,1259,"Census Tract 611.01"
2024,25025061201,2140.279144,68,1278,"Census Tract 612.01"
2024,25025061202,0,0,,"Census Tract 612.02"
2024,25025061203,2548.728206,188,1529,"Census Tract 612.03"
2024,25025061204,1231.38432,0,611,"Census Tract 612.04"
2024,25025070102,2338.78909,1656,1223,"Census Tract 701.02"
2024,25025070103,739.987002,0,350,"Census Tract 701.03"
2024,25025070104,3416.34155,116,1785,"Census Tract 701.04"
2024,25025070201,2179.350495,2186,1018,"Census Tract 702.01"
2024,25025070202,5146.39504,450,2738,"Census Tract 702.02"
2024,25025070301,2326.884502,35,1277,"Census Tract 703.01"
2024,25025070302,2342.220635,20,1312,"Census Tract 703.02"
2024,25025070402,5504.59908,0,2714,"Census Tract 704.02"
2024,25025070501,2292.997224,26,1190,"Census Tract 705.01"
2024,25025070502,3641.07642,18,1732,"Census Tract 705.02"
2024,25025070600,2354.021717,52,1133,"Census Tract 706"
2024,25025070700,2654.55589,5,1263,"Census Tract 707"
2024,25025070801,1085.449053,0,561,"Census Tract 708.01"
2024,25025070802,2791.882459,19,1516,"Census Tract 708.02"
2024,25025070901,1156.416223,15,552,"Census Tract 709.01"
2024,25025070902,2354.68829,14,1192,"Census Tract 709.02"
2024,25025071101,3934.47876,373,2196,"Census Tract 711.01"
2024,25025071201,3792.56533,277,2041,"Census Tract 712.01"
2024,25025080100,1956.32573,983,783,"Census Tract 801"
2024,25025080300,2167.609046,35,843,"Census Tract 803"
2024,25025080401,3369.21549,594,1538,"Census Tract 804.01"
2024,25025080500,3278.31407,29,1387,"Census Tract 805"
2024,25025080601,2768.189655,2893,1038,"Census Tract 806.01"
2024,25025080801,2897.151027,1837,1086,"Census Tract 808.01"
2024,25025080900,5205.3939,16,1968,"Census Tract 809"
2024,25025081001,5832.56764,61,2510,"Census Tract 810.01"
2024,25025081101,1530.279059,156,808,"Census Tract 811.01"
2024,25025081102,2985.79671,194,1327,"Census Tract 811.02"
2024,25025081200,3597.82078,26,1290,"Census Tract 812"
2024,25025081301,2647.18732,89,1277,"Census Tract 813.01"
2024,25025081302,3035.91607,155,1296,"Census Tract 813.02"
2024,25025081400,3912.26952,59,1649,"Census Tract 814"
2024,25025081500,2412.332731,24,965,"Census Tract 815"
2024,25025081700,4240.6439,35,1651,"Census Tract 817"
2024,25025081800,3625.14877,17,1448,"Census Tract 818"
2024,25025081900,3597.317941,52,1418,"Census Tract 819"
2024,25025082000,3186.7241,9,1260,"Census Tract 820"
2024,25025082100,5085.69465,32,2075,"Census Tract 821"
2024,25025090100,4911.71876,20,1837,"Census Tract 901"
2024,25025090200,2235.278407,77,863,"Census Tract 902"
2024,25025090300,3537.004181,18,1244,"Census Tract 903"
2024,25025090400,4111.34417,17,1380,"Census Tract 904"
2024,25025090600,2467.43619,33,800,"Census Tract 906"
2024,25025090700,5243.73719,54,2163,"Census Tract 907"
2024,25025090901,4095.8666,22,1610,"Census Tract 909.01"
2024,25025091001,3926.39307,1078,1847,"Census Tract 910.01"
2024,25025091100,4994.17075,10,1959,"Census Tract 911"
2024,25025091200,2951.96723,193,1209,"Census Tract 912"
2024,25025091300,2738.49172,18,977,"Census Tract 913"
2024,25025091400,2750.31691,144,1001,"Census Tract 914"
2024,25025091500,4564.53627,16,1640,"Census Tract 915"
2024,25025091600,3039.22498,46,1169,"Census Tract 916"
2024,25025091700,3043.780418,30,1004,"Census Tract 917"
2024,25025091800,3514.55581,45,1227,"Census Tract 918"
2024,25025091900,4060.65442,22,1392,"Census Tract 919"
2024,25025092000,4915.99565,75,1608,"Census Tract 920"
2024,25025092101,6568.9047,181,2522,"Census Tract 921.01"
2024,25025092200,3481.01558,26,1236,"Census Tract 922"
2024,25025092300,3154.47253,11,1115,"Census Tract 923"
2024,25025092400,5703.9914,34,2079,"Census Tract 924"
2024,25025100100,5267.61252,176,1931,"Census Tract 1001"
2024,25025100200,2761.21129,30,978,"Census Tract 1002"
2024,25025100300,3601.752,13,1287,"Census Tract 1003"
2024,25025100400,4872.4484,125,1933,"Census Tract 1004"
2024,25025100500,6330.05024,28,2436,"Census Tract 1005"
2024,25025100601,5168.11499,11,2114,"Census Tract 1006.01"
2024,25025100603,2206.205611,88,1108,"Census Tract 1006.03"
2024,25025100700,4267.29656,0,1971,"Census Tract 1007"
2024,25025100800,5709.54145,0,2613,"Census Tract 1008"
2024,25025100900,4188.21759,23,1715,"Census Tract 1009"
2024,25025101001,5685.39834,6,2240,"Census Tract 1010.01"
2024,25025101002,5674.92681,124,2350,"Census Tract 1010.02"
2024,25025101101,3577.63265,19,1409,"Census Tract 1011.01"
2024,25025101102,4644.52536,90,1561,"Census Tract 1011.02"
2024,25025110104,2101.383901,0,763,"Census Tract 1101.04"
2024,25025110105,2641.46214,3,1192,"Census Tract 1101.05"
2024,25025110106,1396.815387,10,614,"Census Tract 1101.06"
2024,25025110201,2018.6935,23,814,"Census Tract 1102.01"
2024,25025110301,2460.4863,9,977,"Census Tract 1103.01"
2024,25025110401,3568.80224,7,1387,"Census Tract 1104.01"
2024,25025110403,4372.80685,7,1736,"Census Tract 1104.03"
2024,25025110501,3249.95862,5,1341,"Census Tract 1105.01"
2024,25025110502,3958.62259,7,1715,"Census Tract 1105.02"
2024,25025110601,2478.30515,138,1117,"Census Tract 1106.01"
2024,25025110607,4810.61822,446,2217,"Census Tract 1106.07"
2024,25025120103,1665.397944,14,699,"Census Tract 1201.03"
2024,25025120104,2382.75419,13,1087,"Census Tract 1201.04"
2024,25025120105,2237.7463,413,903,"Census Tract 1201.05"
2024,25025120201,4960.131843,15,2227,"Census Tract 1202.01"
2024,25025120301,5326.60536,154,2084,"Census Tract 1203.01"
2024,25025120400,5984.76907,169,2847,"Census Tract 1204"
2024,25025120500,2523.93474,0,932,"Census Tract 1205"
2024,25025120600,2574.770492,8,1121,"Census Tract 1206"
2024,25025120700,2135.524627,57,1017,"Census Tract 1207"
2024,25025130101,5943.29783,11,2759,"Census Tract 1301.01"
2024,25025130200,4568.1607,77,1919,"Census Tract 1302"
2024,25025130300,4353.72927,30,1789,"Census Tract 1303"
2024,25025130402,4907.79818,0,2467,"Census Tract 1304.02"
2024,25025130404,2856.09367,179,1323,"Census Tract 1304.04"
2024,25025130406,5489.86401,70,2419,"Census Tract 1304.06"
2024,25025140102,4795.82756,0,1762,"Census Tract 1401.02"
2024,25025140105,3487.26616,16,1290,"Census Tract 1401.05"
2024,25025140106,2210.377613,0,922,"Census Tract 1401.06"
2024,25025140107,2702.86489,12,1055,"Census Tract 1401.07"
2024,25025140201,2208.193022,8,921,"Census Tract 1402.01"
2024,25025140202,5540.03758,64,2124,"Census Tract 1402.02"
2024,25025140300,6648.98214,52,2552,"Census Tract 1403"
2024,25025140400,7697.29803,1,2844,"Census Tract 1404"
2024,25025980101,0,0,,"Census Tract 9801.01"
2024,25025980300,25.9039324,87,,"Census Tract 9803"
2024,25025980700,5.4911101,1,,"Census Tract 9807"
2024,25025980900,123.6995845,0,,"Census Tract 9809"
2024,25025981000,10.4810176,0,,"Census Tract 9810"
2024,25025981100,10.5670933,86,,"Census Tract 9811"
2024,25025981201,0,0,,"Census Tract 9812.01"
2024,25025981202,5.8445005,1,,"Census Tract 9812.02"
2024,25025981300,73.6361137,5,,"Census Tract 9813"
2024,25025981501,3.5479337,9,,"Census Tract 9815.01"
2024,25025981600,2,0,,"Census Tract 9816"
2024,25025981700,4.011894,0,,"Census Tract 9817"
2024,25025981800,14.5941774,8,,"Census Tract 9818"
2024,25025981900,0,0,,"Census Tract 9819"
2024,25025990101,0,0,,"Census Tract 9901.01"
